cell_id,x_m,y_m,z_m,volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s,Cd_1,LAD_per_m,qPlant_m2_per_s3
112,5000,4999.999999999999,103.7556602056505,434358218.493649,9.431234433385752,4.457184333373199,1.170303977149351e-14,300.0000004382243,-811.5197547624724,10.12327077476709,1.54391199437747,0.0119350741449993,17.97473392859664,24.2901810415165,0,0,0
113,5000.00000000001,-5000.000000000009,108.1599291909279,446495578.5618327,9.537739157683269,4.492647853654423,-2.646808143264099e-14,300.0000004269338,-854.7256334508101,10.12327080449359,1.533644203874644,0.01143207683373925,18.51682874823777,25.02274170672012,0,0,0
114,-5000.000000000009,5000.000000000009,108.1599291909279,446495578.5618327,9.537739155081271,4.492647853073652,7.017663512660125e-15,300.0000004269355,-854.7256334521136,10.12327080318573,1.533644183184945,0.01143207651717971,18.51682876137312,25.02274172446763,0,0,0
115,-4999.999999999991,-4999.999999999989,112.6872675604956,458972095.351708,9.643615640985653,4.527095899312882,-1.93416476450133e-13,300.0000004160003,-899.1388227955537,10.1232708381491,1.523198044932698,0.01096807546805097,19.03815361008974,25.72723485946166,0,0,0
116,5000.000000000009,5000.000000000009,108.1599291909279,446495578.5618327,9.537739264147117,4.492647839523213,1.712152240623996e-14,300.000000426936,-854.7256334519842,10.12327080331374,1.533644244968203,0.01143207756790078,18.51682855140379,25.02274144074497,0,0,0
117,4999.999999999991,-4999.999999999992,112.6872675604957,458972095.351708,9.643615751491318,4.527095885635876,-2.232437702870248e-14,300.0000004160027,-899.1388228001211,10.12327083357491,1.523198102871727,0.01096807643650746,19.03815337740062,25.72723454503664,0,0,0
118,-4999.999999999992,4999.999999999991,112.6872675604956,458972095.351708,9.643615748913264,4.527095885072692,-2.364551147634955e-16,300.000000416004,-899.1388228014243,10.1232708322683,1.523198083232883,0.01096807614532477,19.03815339190523,25.72723456463446,0,0,0
119,-5000,-4999.999999999999,117.341114267197,471797245.9885553,9.749046957727847,4.560580610563561,-1.884039822300188e-13,300.0000004054043,-944.7930589321667,10.12327086765436,1.512563771277657,0.01053894634961588,19.53766702720303,26.40225308456667,0,0,0
120,4999.999999999991,4999.999999999991,112.6872675604956,458972095.3517081,9.643615859459389,4.527095871390738,1.941515326551614e-14,300.0000004160046,-899.1388228012971,10.12327083239359,1.523198141179348,0.01096807711386122,19.03815315926324,25.72723425027315,0,0,0
121,5000,-5000,117.341114267197,471797245.9885553,9.749047069627432,4.560580596711425,-2.335698586258168e-14,300.0000004054062,-944.7930589366177,10.12327086319772,1.512563825207466,0.01053894723816778,19.53766677317185,26.40225274130117,0,0,0
122,-5000,4999.999999999999,117.341114267197,471797245.9885553,9.749047067092818,4.560580596172635,2.381913860261855e-15,300.0000004054077,-944.7930589379205,10.12327086189066,1.512563806654841,0.01053894697127269,19.53766678867072,26.4022527622425,0,0,0
123,-5000.000000000001,-5000,122.1250043592341,484980772.4188731,9.85420444750773,4.593145970887225,-1.852793197113402e-13,300.0000003951231,-991.7230206788222,10.12327089770679,1.50173162662915,0.01014107756905356,20.01442230133573,27.04651705980313,0,0,0
124,5000,5000,117.341114267197,471797245.9885553,9.749047179034603,4.560580582315253,1.507133167623455e-14,300.000000405408,-944.7930589377954,10.12327086201469,1.512563860592149,0.01053894785990328,19.53766653468745,26.40225241904172,0,0,0
125,5000.000000000001,-5000.000000000001,122.1250043592341,484980772.4188731,9.85420456071234,4.593145956814406,-2.539691652526562e-14,300.0000003951252,-991.7230206831561,10.12327089336645,1.501731676387706,0.01014107837992225,20.01442202732653,27.04651668954049,0,0,0
126,-4999.999999999999,5000,122.1250043592341,484980772.4188731,9.854204558239443,4.593145956306028,1.015718340190223e-14,300.0000003951264,-991.7230206844589,10.12327089205985,1.501731658953014,0.0101410781362624,20.01442204348949,27.04651671137914,0,0,0
127,-5000,-5000,127.0425716653804,498532688.8103908,9.959249582027709,4.624828423815778,-1.845959325786426e-13,300.0000003851399,-1039.96435589578,10.12327092831038,1.490692031984175,0.009771292171729199,20.46757404906327,27.65888437500998,0,0,0
128,5000,5000,122.1250043592341,484980772.4188731,9.854204671488095,4.593145942227621,2.017706266104142e-14,300.0000003951274,-991.7230206843365,10.12327089217968,1.501731708719183,0.01014107894720929,20.01442176952895,27.0465163411822,0,0,0
129,5000,-4999.999999999999,127.0425716653804,498532688.8103908,9.959249696444907,4.624828409475478,-1.955003932419371e-14,300.0000003851421,-1039.964355899998,10.12327092408555,1.490692077419908,0.009771292907087859,20.46757375642194,27.65888397956895,0,0,0
130,-5000,5000,127.0425716653804,498532688.8103908,9.959249694050547,4.624828409002648,1.282630043338144e-14,300.0000003851434,-1039.9643559013,10.12327092277928,1.490692061131313,0.009771292685647122,20.46757377297289,27.65888400193184,0,0,0
131,-5000,-5000,132.097551555226,512463289.1587301,10.06433513501635,4.655657412663097,-1.905702045720714e-13,300.0000003754381,-1089.553708558714,10.12327095947148,1.479435521150648,0.009426781560586933,20.89638443892629,28.23835796065172,0,0,0
132,5000,5000,127.0425716653804,498532688.8103908,9.959249808513766,4.624828394656392,2.557484225168168e-14,300.0000003851438,-1039.964355901179,10.1232709228982,1.490692106574753,0.009771293421083281,20.46757348038093,27.65888360655752,0,0,0
133,5000,-5000,132.097551555226,512463289.1587301,10.06433525055084,4.655657398007721,-1.897462897636752e-14,300.0000003754405,-1089.553708562815,10.12327095536239,1.479435562122516,0.009426782222567013,20.89638412893213,28.23835754176115,0,0,0
134,-5000,5000,132.097551555226,512463289.1587301,10.0643352482502,4.65565739757464,2.786679657139219e-15,300.0000003754407,-1089.553708564118,10.12327095405931,1.479435547004665,0.009426782022364221,20.89638414565628,28.23835756435803,0,0,0
135,-5000,-5000,137.2937837765534,526783155.1067389,10.16960624807256,4.68565579770102,-1.900425130287872e-13,300.0000003660015,-1140.528746593366,10.12327099120193,1.467952746404003,0.009105051579335343,21.30022792522307,28.78409248482857,0,0,0
136,5000,5000,132.097551555226,512463289.1587301,10.06433536383279,4.65565738291288,2.392608220412658e-14,300.0000003754423,-1089.553708563999,10.12327095417277,1.479435587984373,0.009426782684421636,20.89638383571222,28.23835714553515,0,0,0
137,5000,-4999.999999999999,137.2937837765534,526783155.1067389,10.16960636462675,4.685655782682514,-1.692159709931268e-14,300.0000003660039,-1140.528746597351,10.12327098720834,1.467952782781607,0.009105052170032704,21.30022759904375,28.78409204406644,0,0,0
138,-4999.999999999999,5000,137.2937837765534,526783155.1067389,10.16960636243327,4.685655782292442,1.217924786772902e-14,300.0000003660045,-1140.528746598653,10.1232709859039,1.467952768855863,0.009105051990122884,21.30022761579268,28.78409206669665,0,0,0
139,-4999.999999999998,-5000,142.6352153719984,541503163.9822624,10.27520131687188,4.714840181827602,-1.885867241554266e-13,300.0000003568157,-1192.92819048799,10.12327102351128,1.456234491385343,0.008803877921019146,21.67859461060496,29.29539889731463,0,0,0
140,4999.999999999998,4999.999999999999,137.2937837765534,526783155.1067389,10.16960647903775,4.685655767267076,2.50708911575415e-14,300.0000003660065,-1140.528746598537,10.12327098601327,1.467952805241616,0.009105052580899713,21.300227289664,28.78409162600296,0,0,0
141,4999.999999999999,-4999.999999999998,142.6352153719984,541503163.9822626,10.27520143434645,4.71484016639781,-3.337522524888177e-14,300.0000003568185,-1192.928190491861,10.12327101963047,1.456234523049153,0.008803878442500423,21.67859426925616,29.29539843605346,0,0,0
142,-4999.999999999999,4999.999999999999,142.6352153719984,541503163.9822624,10.27520143227176,4.714840166053045,1.406623377889553e-14,300.000000356819,-1192.928190493163,10.12327101832648,1.456234510333744,0.00880387828197508,21.67859428595025,29.29539845860948,0,0,0
143,-4999.999999999999,-4999.999999999999,148.1259036772124,556634497.0605276,10.38125272447687,4.743221158902091,-1.996878058336524e-13,300.0000003478691,-1246.791842705324,10.12327105640315,1.444271690334407,0.008521269067667828,22.03109218877261,29.77174705481093,0,0,0
144,4999.999999999998,4999.999999999998,142.6352153719984,541503163.9822625,10.27520154979896,4.714840150615867,2.093113437214199e-14,300.0000003568214,-1192.928190493049,10.12327101843175,1.456234542006073,0.008803878803538768,21.6785939446522,29.2953979974169,0,0,0
145,4999.999999999999,-4999.999999999999,148.1259036772123,556634497.0605276,10.38125284277133,4.743221143013079,-3.296839973320042e-14,300.0000003478722,-1246.791842709081,10.12327105263421,1.444271717175978,0.008521269521975917,22.03109183308272,29.77174657417017,0,0,0
146,-4999.999999999999,4999.999999999999,148.1259036772123,556634497.0605276,10.38125284082524,4.743221142714983,3.630985625621399e-15,300.0000003478729,-1246.791842710383,10.12327105132999,1.444271705685906,0.008521269379960233,22.03109184971159,29.77174659663802,0,0,0
147,-5000.000000000001,-5000.000000000001,153.7700194028022,572188648.0574408,10.48788744323105,4.770803496339393,-1.966878336081344e-13,300.0000003391489,-1302.160617916421,10.12327108988916,1.432055452884349,0.008255435352823793,22.35744644879195,30.21276640243928,0,0,0
148,4999.999999999999,4999.999999999999,148.1259036772124,556634497.0605276,10.38125295917481,4.743221126818005,1.663821313295782e-14,300.0000003478753,-1246.791842710271,10.12327105143254,1.444271732536331,0.008521269834353289,22.03109149407217,29.77174611606546,0,0,0
149,5000,-5000,153.7700194028022,572188648.0574408,10.48788756224426,4.770803479943726,-2.183780009826178e-14,300.0000003391521,-1302.160617920066,10.12327108623253,1.432055474806437,0.008255435741981293,22.35744607937333,30.21276590324645,0,0,0
150,-5000.000000000001,5000.000000000001,153.7700194028022,572188648.0574408,10.48788756043475,4.770803479692736,1.372009105967292e-14,300.0000003391531,-1302.160617921368,10.12327108492673,1.432055464553645,0.008255435617634668,22.357446095994,30.21276592570311,0,0,0
151,-5000,-4999.999999999999,159.5718498023898,588177431.8600814,10.59522752256941,4.797586261544774,-1.895880023588647e-13,300.0000003306441,-1359.076574079311,10.12327112397929,1.419577093733584,0.008004763033426196,22.65750035290539,30.61824472752492,0,0,0
152,5000,5000,153.7700194028022,572188648.0574408,10.48788767950574,4.770803463288471,2.521633936712094e-14,300.0000003391552,-1302.160617921257,10.12327108502859,1.432055486484841,0.008255436006878792,22.3574457266252,30.21276542657761,0,0,0
153,4999.999999999999,-4999.999999999999,159.5718498023898,588177431.8600814,10.59522764220006,4.797586244595783,-2.240399912711346e-14,300.0000003306478,-1359.076574082844,10.12327112043158,1.41957711065045,0.008004763359440685,22.65749997013201,30.61824421028535,0,0,0
154,-4999.999999999999,4999.999999999999,159.5718498023898,588177431.8600814,10.59522764053336,4.797586244391468,1.383649520125342e-14,300.0000003306486,-1359.076574084145,10.12327111912714,1.419577101643708,0.008004763251953822,22.65749998686531,30.61824423289416,0,0,0
155,-5000,-5000,165.5358019291972,604612993.5013983,10.70339047679151,4.823562900197395,-1.868192332041348e-13,300.0000003223456,-1417.582944386103,10.1232711586772,1.406828166561853,0.007767792484056414,22.9312117292611,30.98812504164563,0,0,0
156,4999.999999999999,4999.999999999999,159.5718498023898,588177431.8600814,10.59522776022462,4.797586227433163,2.462102480803544e-14,300.0000003306504,-1359.076574084038,10.1232711192265,1.419577118569816,0.008004763578055216,22.657499604141,30.61824371572096,0,0,0
157,4999.999999999999,-4999.999999999998,165.5358019291972,604612993.5013983,10.70339059693853,4.823562882649381,-1.838814462541162e-14,300.0000003223498,-1417.582944389525,10.12327115523635,1.406828178399576,0.007767792748925285,22.93121133325305,30.9881245065216,0,0,0
158,-4999.999999999998,4999.999999999998,165.5358019291972,604612993.5013983,10.70339059541924,4.82356288249049,2.106302916142261e-14,300.0000003223502,-1417.582944390826,10.12327115393418,1.406828170644431,0.007767792657518045,22.93121135027855,30.98812452952522,0,0,0
159,-5000,-5000,171.6664059836314,621507817.3854322,10.81248958422238,4.848721273160157,-2.003651718817037e-13,300.0000003142462,-1477.72417010279,10.12327119398287,1.393800501582685,0.007543199801888102,23.17864964883064,31.32250068455607,0,0,0
160,4999.999999999999,4999.999999999999,165.5358019291972,604612993.5013983,10.70339071562987,4.823562864932377,2.669944751057893e-14,300.0000003223529,-1417.582944390721,10.12327115402786,1.406828182491437,0.007767792922473068,22.93121095431879,30.98812399446647,0,0,0
161,4999.999999999999,-5000,171.6664059836314,621507817.3854322,10.81248970478533,4.848721254968598,-3.050141507011318e-14,300.0000003142503,-1477.724170106103,10.12327119065139,1.393800508279256,0.007543200007600272,23.17864923944641,31.32250013135627,0,0,0
162,-5000,4999.999999999999,171.6664059836314,621507817.3854322,10.81248970341655,4.848721254853127,1.685798542429942e-14,300.0000003142508,-1477.724170107403,10.12327118934832,1.39380050177819,0.007543199931522145,23.1786492569952,31.32250015506706,0,0,0
163,-5000,-5000,177.9683187544107,638874736.7704382,10.92263410708625,4.873043657830062,-1.925321882385114e-13,300.0000003063368,-1539.5459343267,10.12327122990632,1.38048624613151,0.007329781247283639,23.39998958110883,31.6216087778174,0,0,0
164,4999.999999999999,5000,171.6664059836314,621507817.3854322,10.81248982404631,4.848721236650616,3.100073975535588e-14,300.0000003142534,-1477.724170107301,10.12327118943949,1.393800508484109,0.007543200137320115,23.17864884765826,31.32249960193118,0,0,0
165,4999.999999999999,-5000,177.9683187544107,638874736.7704382,10.92263422796563,4.873043638951767,-3.139514850109533e-14,300.0000003063412,-1539.545934329906,10.12327122668012,1.38048624763716,0.007329781395823839,23.39998915794425,31.62160820599561,0,0,0
166,-5000,4999.999999999999,177.9683187544107,638874736.7704382,10.9226342267492,4.873043638877048,1.832546458916175e-14,300.0000003063416,-1539.545934331206,10.12327122537795,1.380486242389549,0.007329781334351876,23.39998917629098,31.62160823078468,0,0,0
167,-4999.999999999999,-4999.999999999999,184.4463271558482,656726943.51706,11.03392943972628,4.896506718990572,-1.849953920466009e-13,300.0000002986087,-1603.09519668725,10.12327126645823,1.366877907684584,0.007126440052048149,23.59550744528182,31.88582218581656,0,0,0
168,5000,5000,177.9683187544107,638874736.7704382,10.92263434769878,4.873043619986854,2.809548089147473e-14,300.0000003063442,-1539.545934331106,10.12327122546617,1.380486243904535,0.007329781482976678,23.39998875317282,31.62160765902564,0,0,0
169,4999.999999999999,-4999.999999999999,184.4463271558482,656726943.51706,11.03392956082378,4.896506699383825,-4.543483391231606e-15,300.0000002986134,-1603.095196690349,10.12327126333639,1.366877903962121,0.007126440145400957,23.59550700767565,31.88582159447913,0,0,0
170,-4999.999999999999,4999.999999999999,184.4463271558482,656726943.51706,11.03392955976049,4.896506699346569,3.613652248537782e-14,300.0000002986135,-1603.095196691649,10.12327126203513,1.366877899964132,0.00712644009783696,23.59550702712985,31.88582162076484,0,0,0
171,-5000,-5000,191.1053518639775,675077998.1088005,11.1464771914341,4.919081453642474,-1.981743040444986e-13,300.0000002910554,-1668.420229016329,10.12327130364315,1.352968398692437,0.006932175211746214,23.76557269185556,32.11564016659745,0,0,0
172,4999.999999999998,4999.999999999999,184.4463271558482,656726943.51706,11.03392968093177,4.896506679726873,3.80147678374744e-14,300.0000002986167,-1603.095196691551,10.12327126211812,1.366877896250953,0.007126440191272751,23.59550658956945,31.88582102948929,0,0,0
173,4999.999999999998,-4999.999999999998,191.1053518639775,675077998.1088006,11.1464773126528,4.919081433267133,-1.070829386075257e-14,300.0000002910592,-1668.420229019324,10.12327130062886,1.352968389717288,0.006932175251896394,23.76557223890269,32.11563955452117,0,0,0
174,-5000,5000,191.1053518639775,675077998.1088005,11.14647731174267,4.919081433263536,2.740137321681549e-14,300.0000002910593,-1668.420229020624,10.1232712993276,1.352968386961941,0.006932175217566097,23.76557225979912,32.11563958275591,0,0,0
175,-4999.999999999995,-4999.999999999995,197.9504510542837,693941839.952457,11.26037520903996,4.940733113838678,-2.015656438678387e-13,300.00000028367,-1735.570652015452,10.1232713414679,1.33875108259614,0.00674607194536768,23.91064056387244,32.31167791402857,0,0,0
176,4999.999999999998,4999.999999999998,191.1053518639774,675077998.1088006,11.14647743303895,4.919081412874084,4.559616059582157e-14,300.0000002910623,-1668.420229020529,10.12327129940809,1.352968377996118,0.006932175257798799,23.76557180689096,32.11563897074004,0,0,0
177,4999.999999999995,-4999.999999999994,197.9504510542837,693941839.952457,11.26037533028447,4.940733092656263,-3.242464328569656e-14,300.0000002836732,-1735.570652018345,10.12327133855865,1.338751068356616,0.006746071934303041,23.9106400944423,32.3116772796855,0,0,0
178,-4999.999999999995,4999.999999999995,197.9504510542838,693941839.9524568,11.26037532952704,4.940733092682062,2.897557226894122e-14,300.0000002836741,-1735.570652019646,10.12327133725307,1.338751066833843,0.006746071912555049,23.91064011713074,32.31167731034198,0,0,0
179,-5000.000000000006,-5000.000000000006,204.9868242438787,713332797.9665234,11.3757175435035,4.961421111205071,-2.239602609235278e-13,300.0000002764434,-1804.597472947491,10.1232713799559,1.324219820382129,0.006567293558959145,24.03124369658481,32.47465520599497,0,0,0
180,4999.999999999995,4999.999999999995,197.9504510542837,693941839.952457,11.26037545085316,4.940733071484249,3.972810422256758e-14,300.0000002836767,-1735.570652019552,10.12327133733334,1.338751052603829,0.006746071901574155,23.9106396477435,32.3116766760569,0,0,0
181,5000.000000000005,-5000.000000000004,204.9868242438787,713332797.9665234,11.37571766468001,4.96142108917881,-2.864237218224328e-14,300.0000002764466,-1804.597472950284,10.12327137714601,1.324219800879942,0.006567293498676191,24.03124320934322,32.47465454758208,0,0,0
182,-5000.000000000005,5000.000000000005,204.9868242438787,713332797.9665235,11.37571766407466,4.961421089229364,4.053183979875918e-14,300.0000002764482,-1804.597472951584,10.12327137583679,1.324219800576575,0.006567293488880122,24.03124323417861,32.47465458113999,0,0,0
183,-5000,-5000,212.2198162410384,733265601.465418,11.49259436399695,4.981098906574037,-2.025833475166875e-13,300.000000269371,-1875.55312438164,10.12327141910737,1.309369017026459,0.006395074492639629,24.12798321973984,32.60538438044514,0,0,0
184,5000.000000000005,5000.000000000005,204.9868242438787,713332797.9665234,11.37571778533704,4.961421067186291,1.72723695806886e-14,300.0000002764501,-1804.597472951494,10.12327137591728,1.32421978108397,0.00656729342868085,24.03124274697861,32.47465392278332,0,0,0
185,5000,-4999.999999999999,212.2198162410384,733265601.465418,11.49259448501321,4.981098883668928,-1.045491465284905e-14,300.000000269374,-1875.553124384334,10.12327141639639,1.30936899227692,0.006395074385145365,24.12798271317644,32.60538369592138,0,0,0
186,-5000,5000,212.2198162410384,733265601.465418,11.4925944845595,4.981098883739252,4.919594862474684e-14,300.0000002693755,-1875.553124385635,10.12327141508717,1.309368993176374,0.006395074386686387,24.12798274051113,32.60538373285682,0,0,0
187,-4999.999999999994,-4999.999999999994,219.6549212051042,753755391.3477533,11.61109182235227,4.999713887973538,-1.934707280483011e-13,300.0000002624462,-1948.491504021045,10.1232714589346,1.294193667178928,0.00622871436493479,24.20151952762114,32.70475786246293,0,0,0
188,4999.999999999998,4999.999999999998,212.2198162410384,733265601.4654181,11.49259460566614,4.981098860815762,3.583188468338093e-14,300.0000002693777,-1875.553124385545,10.12327141516425,1.309368968436373,0.006395074279274413,24.1279822339888,32.60538304838848,0,0,0
189,4999.999999999994,-4999.999999999994,219.6549212051043,753755391.3477523,11.61109194311754,4.999713864156347,2.982163431873399e-14,300.0000002624487,-1948.491504023642,10.12327145632275,1.294193637210904,0.00622871421224591,24.2015190000815,32.7047571495924,0,0,0
190,-4999.999999999995,4999.999999999995,219.6549212051043,753755391.3477532,11.61109194281559,4.999713864241177,5.107980401521989e-14,300.0000002624498,-1948.491504024942,10.12327145501695,1.294193639293138,0.006228714224522384,24.20151903025743,32.70475719036743,0,0,0
191,-5000.000000000005,-5000.000000000005,227.2977868198298,774817731.5973492,11.73129187022605,5.017207240090507,-2.317691438662508e-13,300.0000002556646,-2023.468015643335,10.12327149944372,1.278689399449986,0.006067572856464383,24.25256287893454,32.77373546140084,0,0,0
192,4999.999999999994,4999.999999999994,219.6549212051042,753755391.3477533,11.611092063676,4.999713840403899,5.999107181532345e-14,300.0000002624521,-1948.491504024856,10.12327145508971,1.294193609334699,0.006228714071915389,24.20151850275805,32.70475647755129,0,0,0
193,5000.000000000006,-5000.000000000006,227.2977868198298,774817731.5973501,11.73129199065098,5.017207215329822,-6.061455869818063e-15,300.0000002556664,-2023.468015645838,10.12327149692965,1.278689364306104,0.006067572660609239,24.25256232865348,32.773734717798,0,0,0
194,-5000.000000000005,5000.000000000005,227.2977868198297,774817731.5973492,11.73129199050174,5.017207215423625,5.576505079578809e-14,300.0000002556673,-2023.468015647136,10.12327149562589,1.278689367547772,0.006067572683032466,24.25256236199381,32.7737347628495,0,0,0
195,-4999.999999999999,-4999.999999999999,235.1542185833445,796468621.1055967,11.85327203089788,5.033513808253768,-2.133744926378208e-13,300.0000002490227,-2100.539611185166,10.12327154063451,1.262852518691291,0.005911065298108851,24.28186398190611,32.81333164803361,0,0,0
196,5000.000000000005,5000.000000000005,227.2977868198298,774817731.5973492,11.73129211102681,5.017207190640966,6.813497787299209e-14,300.0000002556695,-2023.468015647053,10.12327149569569,1.278689332413622,0.006067572487259931,24.25256181175169,32.77373401929932,0,0,0
197,4999.999999999999,-4999.999999999999,235.1542185833445,796468621.1055967,11.85327215089428,5.033513782519987,-3.80219441590019e-14,300.0000002490227,-2100.539611187578,10.12327153822298,1.262852478427815,0.005911065061125971,24.28186340704461,32.81333087121309,0,0,0
198,-4999.999999999999,4999.999999999999,235.1542185833445,796468621.1055967,11.85327215089989,5.033513782616975,5.683965667546105e-14,300.0000002490241,-2100.539611188878,10.12327153691422,1.262852482802545,0.005911065093121191,24.28186344384532,32.81333092094108,0,0,0
199,-4999.999999999999,-5000,243.2301842179935,818724505.8241965,11.9771051272436,5.048561959951387,-2.136019852662589e-13,300.0000002425147,-2179.764834002758,10.1232715825181,1.246680045698806,0.005758658847885956,24.29020471012491,32.82460300839504,0,0,0
200,4999.999999999999,4999.999999999999,235.1542185833445,796468621.1055967,11.85327227100172,5.033513756859143,5.857312646202942e-14,300.0000002490257,-2100.539611188797,10.1232715369847,1.262852442549188,0.005911064856224338,24.28186286901963,32.81333014416906,0,0,0
201,5000,-5000,243.2301842179935,818724505.8241965,11.9771052467242,5.048561933216741,-1.380801119486961e-14,300.0000002425155,-2179.764834005079,10.12327158019207,1.246680000386149,0.005758658571829786,24.29020410880289,32.82460219581613,0,0,0
202,-5000,5000,243.2301842179935,818724505.8241965,11.97710524688833,5.048561933310836,5.299261813938087e-14,300.0000002425164,-2179.764834006377,10.12327157888785,1.246680005864344,0.005758658612831709,24.29020414932881,32.82460225057839,0,0,0
203,-5000,-5000.000000000001,251.5318182034013,841602291.2573709,12.10285896709862,5.062273446905794,-2.362834945295839e-13,300.0000002361394,-2261.203863341233,10.12327162508427,1.230169753825449,0.005609869156852838,24.27838908222146,32.8086360541532,0,0,0
204,4999.999999999998,5000,243.2301842179934,818724505.8241966,11.97710536647993,5.048561906549851,4.959236973565274e-14,300.0000002425178,-2179.7648340063,10.12327157895606,1.246679960562193,0.005758658336864959,24.290203548039,32.82460143804317,0,0,0
205,5000.000000000001,-5000,251.5318182034013,841602291.2573709,12.1028590859768,5.062273419144362,4.169713520491868e-15,300.0000002361405,-2261.203863343464,10.12327162284464,1.23016970354821,0.005609868843794275,24.27838845255272,32.80863520326695,0,0,0
206,-5000,5000,251.5318182034013,841602291.2573709,12.10285908630494,5.062273419229173,9.932823726378813e-14,300.0000002361419,-2261.203863344763,10.12327162153724,1.230169710097145,0.005609868893245883,24.27838849703307,32.80863526337325,0,0,0
207,-4999.999999999999,-4999.999999999999,260.0654264362047,865119355.3033124,12.23059598693797,5.074563270773929,-2.298903094915491e-13,300.000000229892,-2344.918560046607,10.12327166834575,1.213320202058649,0.005464257437975916,24.24723462410769,32.76653554996293,0,0,0
208,5000.000000000001,5000,251.5318182034013,841602291.2573709,12.10285920529994,5.062273391438899,6.479051302783895e-14,300.0000002361427,-2261.203863344687,10.12327162160682,1.230169659830537,0.005609868580277393,24.27838786739411,32.80863441252734,0,0,0
209,5000,-5000,260.0654264362047,865119355.3033123,12.23059610512742,5.074563241961699,3.844950315113042e-15,300.0000002298937,-2344.918560048754,10.12327166618752,1.213320146915247,0.005464257089998848,24.24723396423635,32.76653465826126,0,0,0
210,-4999.999999999999,4999.999999999999,260.0654264362047,865119355.3033124,12.23059610562709,5.074563242030409,9.367921270864996e-14,300.0000002298957,-2344.918560050052,10.12327166487466,1.213320154499467,0.005464257147353339,24.24723401285923,32.76653472396591,0,0,0
211,-4999.999999999998,-4999.999999999998,268.8374910199931,889293561.4543716,12.3603728545383,5.085339555617289,-2.247511020277748e-13,300.0000002237716,-2430.972513555104,10.12327171228526,1.196130764203847,0.005321427863692695,24.19756421679369,32.6994134970059,0,0,0
212,5000,5000,260.0654264362047,865119355.3033123,12.23059622393947,5.074563213186579,6.439715753473729e-14,300.000000229896,-2344.91856004998,10.12327166494515,1.213320099366465,0.005464256799463317,24.24723335301727,32.76653383230401,0,0,0
213,4999.999999999998,-4999.999999999998,268.8374910199931,889293561.4543716,12.36037297195263,5.085339525732183,8.972801596224309e-16,300.000000223773,-2430.972513557165,10.12327171021298,1.196130704306232,0.005321427482891767,24.19756352492795,32.69941256206717,0,0,0
214,-4999.999999999999,4999.999999999999,268.8374910199932,889293561.4543715,12.36037297263369,5.085339525777488,7.75502475077173e-14,300.0000002237744,-2430.972513558462,10.12327170890649,1.196130712887284,0.005321427547607132,24.1975635778417,32.69941263357053,0,0,0
215,-4999.999999999995,-4999.999999999995,277.8546751890953,914143272.366069,12.49224003104655,5.094503430398277,-2.71359905948429e-13,300.0000002177746,-2519.431090195499,10.12327175690825,1.178601653909864,0.005181025228153078,24.1301985164204,32.60837888979663,0,0,0
216,5000,4999.999999999999,268.8374910199931,889293561.4543715,12.36037309017734,5.085339495857758,8.004386882510154e-14,300.0000002237753,-2430.972513558393,10.12327170896879,1.19613065299981,0.005321427166890068,24.19756288600498,32.69941169867124,0,0,0
217,4999.999999999995,-4999.999999999995,277.8546751890953,914143272.366069,12.49224014759895,5.09450339942024,1.203147827356955e-14,300.0000002177755,-2519.431090197478,10.12327175492237,1.178601589383168,0.005181024816631213,24.13019779086431,32.60837790932922,0,0,0
218,-4999.999999999995,4999.999999999995,277.8546751890953,914143272.366069,12.49224014847368,5.094503399434175,1.069317486996909e-13,300.0000002177769,-2519.431090198775,10.12327175361588,1.178601598919819,0.005181024888170019,24.13019784817703,32.60837798677736,0,0,0
219,-5000.000000000005,-5000.000000000005,287.1238283699525,939687363.8053514,12.62624129265291,5.101948924905419,-2.652376749518865e-13,300.0000002118982,-2610.361482841188,10.12327180221837,1.16073394537544,0.005042732819192841,24.04594901671274,32.49452834112911,0,0,0
220,4999.999999999995,4999.999999999995,277.8546751890953,914143272.366069,12.49224026516202,5.094503368418198,7.38128360577393e-14,300.0000002177773,-2519.431090198709,10.12327175367864,1.178601534403156,0.005181024476730496,24.13019712264829,32.60837700634688,0,0,0
221,5000.000000000004,-5000.000000000004,287.1238283699524,939687363.8053515,12.62624140825573,5.101948892816527,2.068556960827975e-14,300.000000211899,-2610.361482843089,10.1232718003107,1.160733876357824,0.005042732379061079,24.04594825589309,32.49452731300669,0,0,0
222,-5000.000000000004,5000.000000000004,287.1238283699524,939687363.8053515,12.62624140933897,5.101948892790328,1.139592253686145e-13,300.0000002119,-2610.361482844384,10.12327179900649,1.160733886806594,0.00504273245689362,24.04594831767038,32.49452739648829,0,0,0
223,-5000.000000000001,-5000.000000000002,296.6519913839223,965945238.988621,12.76241321184792,5.107562882693905,-2.363081339393885e-13,300.0000002061382,-2703.832761949707,10.12327184822107,1.14252958968645,0.00490627045318829,23.94561180814491,32.35893764852585,0,0,0
