cell_id,x_m,y_m,z_m,volume_m3,overset_cell_type,zone_id,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_Pa,rho_kg_per_m3,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_kg_per_m_s
783,1.175,0.0,-1.566665,0.00033335,0,0,1.14185356665,0.0,0.0324019742132,299.999848659,99999.8632,1.15862164847,1.18673617886e-13,5.9660719255e-14,2.12452765945e-14,2.461523739e-14
784,1.225,9.43364124168e-19,-1.566665,0.00033335,0,0,1.13769467339,0.0,0.03231224527,299.999853373,99999.8686042,1.15862169287,1.16164514323e-13,5.7275531935e-14,2.12041242372e-14,2.45675583197e-14
785,1.275,0.0,-1.566665,0.00033335,0,0,1.13359185437,0.0,0.0321101824662,299.999858011,99999.8739231,1.15862173659,1.13744502186e-13,5.50190193758e-14,2.11636461936e-14,2.45206605054e-14
786,1.325,0.0,-1.566665,0.00033335,0,0,1.12955567779,0.0,0.0318086470298,299.999862561,99999.8791421,1.15862177949,1.11409032512e-13,5.28829770136e-14,2.11235749264e-14,2.44742339704e-14
787,1.375,0.0,-1.566665,0.00033335,0,0,1.12559509732,0.0,0.0314197475919,299.999867013,99999.884249,1.15862182147,1.09153828835e-13,5.08603617212e-14,2.10834177177e-14,2.44277078389e-14
788,1.425,0.0,-1.566665,0.00033335,0,0,1.12171759541,0.0,0.0309548294933,299.99987136,99999.8892339,1.15862186244,1.06974821187e-13,4.89456031997e-14,2.1042239666e-14,2.43799989118e-14
789,1.475,9.43364124168e-19,-1.566665,0.00033335,0,0,1.11792931701,0.0,0.0304244746666,299.999875595,99999.8940885,1.15862190234,1.04868049943e-13,4.71352465334e-14,2.09982504322e-14,2.43290328615e-14
790,1.525,0.0,-1.566665,0.00033335,0,0,1.11423519428,0.0,0.0298385097112,299.999879713,99999.8988066,1.1586219411,1.0282951189e-13,4.54291817665e-14,2.09480278842e-14,2.42708447293e-14
791,1.575,0.0,-1.566665,0.00033335,0,0,1.11063906315,0.0,0.029206020103,299.999883711,99999.9033832,1.15862197869,1.0085489947e-13,4.38329118817e-14,2.08850821894e-14,2.41979152513e-14
792,1.625,0.0,-1.566665,0.00033335,0,0,1.10714377213,0.0,0.0285353694902,299.999887586,99999.907815,1.15862201507,9.89391465124e-14,4.23616484809e-14,2.07972530751e-14,2.40961552658e-14
793,1.675,0.0,-1.566665,0.00033335,0,0,1.10375128389,0.0,0.0278342228271,299.999891338,99999.9120998,1.15862205023,9.70756288302e-14,4.10475964945e-14,2.066213534e-14,2.39396056098e-14
794,1.725,9.43364124168e-19,-1.566665,0.00033335,0,0,1.10046277011,0.0,0.0271095725878,299.999894965,99999.9162366,1.15862208416,9.52547588615e-14,3.99527087521e-14,2.04394706448e-14,2.36816220776e-14
795,1.775,0.0,-1.566665,0.00033335,0,0,1.09727869984,0.0,0.0263677674453,299.999898467,99999.9202251,1.15862211685,9.3461540763e-14,3.91905135814e-14,2.005983827e-14,2.324177228e-14
796,1.825,0.0,-1.566665,0.00033335,0,0,1.09419892178,0.0,0.0256145429055,299.999901847,99999.9240662,1.1586221483,9.16714076355e-14,3.89620972414e-14,1.94118972427e-14,2.24910540859e-14
797,1.875,0.0,-1.566665,0.00033335,0,0,1.09122274051,0.0,0.0248550532731,299.999905105,99999.9277611,1.15862217853,8.98433862021e-14,3.96118952334e-14,1.83395684479e-14,2.12486307484e-14
798,1.925,0.0,-1.566665,0.00033335,0,0,1.08834898702,0.0,0.0240939046803,299.999908243,99999.9313121,1.15862220756,8.79094833077e-14,4.17060196302e-14,1.6676896025e-14,1.93222220877e-14
799,1.975,9.43364124168e-19,-1.566665,0.00033335,0,0,1.08557608363,0.0,0.0233351887986,299.999911265,99999.9347216,1.1586222354,8.57595011433e-14,4.61250913395e-14,1.43505901896e-14,1.66269128847e-14
800,2.025,0.0,-1.566665,0.00033335,0,0,1.08290210353,0.0,0.0225825167059,299.999914172,99999.9379926,1.15862226207,8.32217547124e-14,5.41410132429e-14,1.15130361224e-14,1.33392599554e-14
801,2.075,0.0,-1.566665,0.00033335,0,0,1.08032482505,0.0,0.0218390527646,299.999916968,99999.9411286,1.15862228761,8.0042689023e-14,6.74173777073e-14,8.55291180928e-15,9.90959424618e-15
802,2.125,0.0,-1.566665,0.00033335,0,0,1.07784178109,0.0,0.0211075480991,299.999919656,99999.9441332,1.15862231204,7.58709754598e-14,8.78701020571e-14,5.89593536848e-15,6.83116226826e-15
803,2.175,-9.63735264432e-20,-1.566665,0.00033335,0,0,1.07545030356,0.0,0.0203903734111,299.99992224,99999.9470103,1.1586223354,7.02486795532e-14,1.17435973114e-13,3.78196660129e-15,4.38187097598e-15
804,2.225,0.0,-1.566665,0.00033335,0,0,1.07314756344,0.0,0.0196895510092,299.999924724,99999.949764,1.15862235771,6.25901863977e-14,1.58154474673e-13,2.22932566231e-15,2.58294655497e-15
805,2.275,0.0,-1.566665,0.00033335,0,0,1.07093060645,0.0,0.0190067857104,299.999927111,99999.9523985,1.15862237902,5.20514938014e-14,2.13938216291e-13,1.13977869337e-15,1.32057310127e-15
806,2.325,0.0,-1.566665,0.00033335,0,0,1.06879638468,0.0,0.0183434945504,299.999929405,99999.9549181,1.15862239935,3.69375414674e-14,2.97642239335e-13,4.12556959469e-16,4.7799773425e-16
807,2.375,0.0,-1.566665,0.00033335,0,0,1.06674178451,0.0,0.0177008350966,299.999931609,99999.9573272,1.15862241875,1.31998984443e-14,4.44451033401e-13,3.52825340162e-17,4.08791349016e-17
808,2.425,-9.63735264432e-20,-1.566665,0.00033335,0,0,1.0647636509,0.0,0.0170797323046,299.999933729,99999.9596301,1.15862243725,1e-15,7.1083197741e-13,1.2661219931e-19,1.4669573495e-19
809,2.475,0.0,-1.566665,0.00033335,0,0,1.06285880855,0.0,0.0164809038989,299.999935767,99999.9618312,1.15862245488,1e-15,1.17262313207e-12,7.67510016973e-20,8.89254340011e-20
810,2.525,0.0,-1.566665,0.00033335,0,0,1.06102408004,0.0,0.0159048840442,299.999937727,99999.9639349,1.15862247168,1e-15,1.95133964709e-12,4.61221602985e-20,5.34381713644e-20
811,2.575,0.0,-1.566665,0.00033335,0,0,1.05925630112,0.0,0.0153520455429,299.999939614,99999.9659455,1.15862248769,1e-15,3.24783048811e-12,2.77108058223e-20,3.21063627778e-20
812,2.625,0.0,-1.566665,0.00033335,0,0,1.05755233373,0.0,0.014822620385,299.99994143,99999.9678671,1.15862250294,1e-15,5.38889469553e-12,1.67010129321e-20,1.93501694051e-20
813,2.675,0.0,-1.566665,0.00033335,0,0,1.05590907662,0.0,0.0143167186607,299.99994318,99999.9697041,1.15862251747,1e-15,8.90099678843e-12,1.01112271063e-20,1.17150954045e-20
814,2.725,0.0,-1.566665,0.00033335,0,0,1.05432347409,0.0,0.0138343460133,299.999944867,99999.9714604,1.1586225313,1e-15,1.46265243652e-11,6.15320480472e-21,7.12924172646e-21
815,2.775,0.0,-1.566665,0.00033335,0,0,1.05279252279,0.0,0.013375419523,299.999946494,99999.9731401,1.15862254448,1e-15,2.3905629611e-11,3.76480358243e-21,4.36198630614e-21
816,2.825,0.0,-1.566665,0.00033335,0,0,1.05131327699,0.0,0.0129397822134,299.999948065,99999.9747471,1.15862255703,1e-15,3.88591092508e-11,2.31605926474e-21,2.68343850755e-21
817,2.875,0.0,-1.566665,0.00033335,0,0,1.0498828526,0.0,0.012527216106,299.999949583,99999.9762852,1.15862256899,1.08638363113e-15,6.28265753715e-11,1.69069609206e-21,1.95887864956e-21
818,2.925,0.0,-1.566665,0.00033335,0,0,1.04849842963,0.0,0.0121374540409,299.999951051,99999.9777581,1.15862258038,1.90215786219e-15,1.01042665121e-10,3.22278126324e-21,3.73398714322e-21
819,2.975,0.0,-1.566665,0.00033335,0,0,1.0471572539,0.0,0.0117701902647,299.999952473,99999.9791694,1.15862259124,3.3121827859e-15,1.61677289599e-10,6.10691789243e-21,7.07561303302e-21
820,3.025,0.0,-1.566665,0.00033335,0,0,1.04585663762,0.0,0.0114250898482,299.99995385,99999.9805227,1.1586226016,5.73458813012e-15,2.57431635966e-10,1.14970138805e-20,1.33207001329e-20
821,3.075,0.0,-1.566665,0.00033335,0,0,1.04459395924,0.0,0.0111017971146,299.999955187,99999.9818213,1.15862261148,9.87116796431e-15,4.07981619681e-10,2.14950765062e-20,2.49046816756e-20
822,3.125,0.0,-1.566665,0.00033335,0,0,1.04336666263,0.0,0.0107999430207,299.999956486,99999.9830686,1.15862262091,1.6892618228e-14,6.43712925484e-10,3.98973650162e-20,4.62259896226e-20
823,3.175,0.0,-1.566665,0.00033335,0,0,1.04217225569,0.0,0.010519151707,299.99995775,99999.9842678,1.15862262993,2.87400372433e-14,1.01142485164e-09,7.34993574131e-20,8.51580187838e-20
824,3.225,0.0,-1.566665,0.00033335,0,0,1.04100830855,0.0,0.0102590462725,299.99995898,99999.9854221,1.15862263854,4.86127538455e-14,1.58303774837e-09,1.34354335832e-19,1.55665975081e-19
825,3.275,0.0,-1.566665,0.00033335,0,0,1.03987245123,0.0,0.0100192536825,299.999960181,99999.9865345,1.15862264679,8.1753106923e-14,2.46888961427e-09,2.43640436885e-19,2.82287327849e-19
826,3.325,0.0,-1.566665,0.00033335,0,0,1.03876237115,0.0,0.00979940918174,299.999961355,99999.9876079,1.15862265469,1.36702004216e-13,3.83805952719e-09,4.38208267537e-19,5.07718026242e-19
827,3.375,0.0,-1.566665,0.00033335,0,0,1.03767581024,0.0,0.00959915996266,299.999962503,99999.9886452,1.15862266228,2.27297280961e-13,5.94948020924e-09,7.81541359982e-19,9.05511531182e-19
828,3.425,0.0,-1.566665,0.00033335,0,0,1.03661056195,0.0,0.00941816834376,299.999963628,99999.9896494,1.15862266956,3.75839160544e-13,9.19967144352e-09,1.38189247213e-18,1.60109194511e-18
829,3.475,0.0,-1.566665,0.00033335,0,0,1.03556446749,0.0,0.00925611436189,299.999964733,99999.990623,1.15862267657,6.18083244699e-13,1.41961752233e-08,2.42194959016e-18,2.80612571668e-18
830,3.525,0.0,-1.566665,0.00033335,0,0,1.0345354154,0.0,0.00911269792719,299.999965819,99999.9915688,1.15862268333,1.01108826151e-12,2.18708998524e-08,4.20682062245e-18,4.87411779788e-18
831,3.575,0.0,-1.566665,0.00033335,0,0,1.0335213277,0.0,0.00898764033714,299.999966889,99999.9924895,1.15862268986,1.64551798284e-12,3.36557043252e-08,7.24084234021e-18,8.38940422909e-18
832,3.625,0.0,-1.566665,0.00033335,0,0,1.0325202029,0.0,0.00888068558743,299.999967946,99999.9933875,1.15862269619,2.66489553141e-12,5.1755477637e-08,1.23494201306e-17,1.4308318448e-17
833,3.675,0.0,-1.566665,0.00033335,0,0,1.03152992821,0.0,0.00879160048526,299.99996899,99999.9942653,1.15862270232,4.29573450195e-12,7.95745780116e-08,2.08709889956e-17,2.41816016701e-17
834,3.725,0.0,-1.566665,0.00033335,0,0,1.03054904494,0.0,0.00872017701169,299.999970025,99999.9951257,1.15862270829,6.89476555667e-12,1.22385390854e-07,3.49584313739e-17,4.0503632436e-17
835,3.775,0.0,-1.566665,0.00033335,0,0,1.02957360705,0.0,0.0086662212497,299.999971053,99999.9959696,1.15862271409,1.10232328097e-11,1.88380130348e-07,5.80530946747e-17,6.72616341135e-17
836,3.825,0.0,-1.566665,0.00033335,0,0,1.02861009678,0.0,0.00862959952695,299.999972068,99999.9968057,1.15862271986,1.75645236484e-11,2.90329816651e-07,9.56364885632e-17,1.10806608497e-16
837,3.875,0.0,-1.566665,0.00033335,0,0,1.0276224403,0.0,0.00861002571831,299.999973107,99999.99761,1.15862272516,2.79122316239e-11,4.48202256917e-07,1.5644352432e-16,1.8125902248e-16
838,3.925,0.0,-1.566665,0.00033335,0,0,1.02674961666,0.0,0.0086079891399,299.999974029,99999.9984924,1.15862273182,4.42757686455e-11,6.93272385079e-07,2.54490061656e-16,2.94857970456e-16
839,3.975,0.0,-1.566665,0.00033335,0,0,1.0254123943,0.0,0.00862063812491,299.999975422,99999.9990128,1.15862273246,7.01601713118e-11,1.07360993681e-06,4.12645647432e-16,4.78100627564e-16
840,-1.975,8.95304422242e-19,-1.5,0.0003333,0,0,1.00009220056,0.0,-0.00266880646343,299.999999905,100000.042497,1.15862314177,5.29118418154e-05,0.073988974136,3.40550295945e-09,3.94569453818e-09
841,-1.925,0.0,-1.5,0.0003333,0,0,1.00044086638,0.0,-0.00534329263354,299.999999548,100000.042283,1.15862314067,1.3975198636e-06,0.00103087010152,1.7051184137e-10,1.9755896517e-10
842,-1.875,0.0,-1.5,0.0003333,0,0,1.00108623053,0.0,-0.00802925172048,299.999998888,100000.041689,1.15862313633,6.76930795372e-08,2.66250502612e-05,1.54896147615e-11,1.79466260355e-11
843,-1.825,0.0,-1.5,0.0003333,0,0,1.00199149808,0.0,-0.0107318607666,299.999997963,100000.040787,1.15862312945,5.80450754953e-09,1.24003927721e-06,2.44533198751e-12,2.83321819992e-12
844,-1.775,2.6377265035e-18,-1.5,0.0003333,0,0,1.0031571026,0.0,-0.0134555167368,299.999996769,100000.039587,1.15862312016,8.34226205797e-10,9.96888140711e-08,6.28295192425e-13,7.27957336231e-13
845,-1.725,9.43491185463e-19,-1.5,0.0003333,0,0,1.00459221632,0.0,-0.0162040634695,299.999995298,100000.038077,1.15862310834,1.86577402002e-10,1.3006422507e-08,2.4088110491e-13,2.79090414512e-13
846,-1.675,0.0,-1.5,0.0003333,0,0,1.00630318454,0.0,-0.0189805122792,299.999993541,100000.036246,1.15862309391,5.95842232973e-11,2.554267635e-09,1.25094632041e-13,1.44937529607e-13
847,-1.625,0.0,-1.5,0.0003333,0,0,1.00829653885,0.0,-0.0217867982705,299.99999149,100000.034085,1.1586230768,2.49676001774e-11,6.97519878528e-10,8.04339732855e-14,9.31926576075e-14
848,-1.575,0.0,-1.5,0.0003333,0,0,1.01058005017,0.0,-0.024623576544,299.999989136,100000.031585,1.15862305693,1.27734515256e-11,2.46224347885e-10,5.96386826692e-14,6.90987528255e-14
849,-1.525,2.6377265035e-18,-1.5,0.0003333,0,0,1.0131622736,0.0,-0.0274900006024,299.999986467,100000.028734,1.1586230342,7.54925302221e-12,1.0573825598e-10,4.85085540693e-14,5.62031281003e-14
850,-1.475,9.43491185463e-19,-1.5,0.0003333,0,0,1.0160522836,0.0,-0.0303834824725,299.999983472,100000.025517,1.1586230085,4.9526715697e-12,5.26958408727e-11,4.18933633926e-14,4.853861473e-14
851,-1.425,0.0,-1.5,0.0003333,0,0,1.01925952254,0.0,-0.0332994421991,299.999980138,100000.021923,1.15862297972,3.5073372042e-12,2.94196358747e-11,3.7632256513e-14,4.36015971748e-14
852,-1.375,0.0,-1.5,0.0003333,0,0,1.02279358261,0.0,-0.0362310494881,299.999976454,100000.017935,1.15862294775,2.6294634556e-12,1.79280112006e-11,3.4709205546e-14,4.02148820438e-14
853,-1.325,0.0,-1.5,0.0003333,0,0,1.0266639246,0.0,-0.0391689615899,299.999972405,100000.01354,1.15862291246,2.05864254018e-12,1.16996138936e-11,3.26011459192e-14,3.77724346345e-14
854,-1.275,2.6377265035e-18,-1.5,0.0003333,0,0,1.03087954528,0.0,-0.0421010637793,299.99996798,100000.008722,1.15862287373,1.66686593153e-12,8.06169481557e-12,3.10182646146e-14,3.5938470886e-14
855,-1.225,9.43491185463e-19,-1.5,0.0003333,0,0,1.0354485857,0.0,-0.0450122217439,299.999963166,100000.003468,1.15862283145,1.38602424868e-12,5.80382471964e-12,2.97899571345e-14,3.45153244839e-14
856,-1.175,2.6377265035e-18,-1.5,0.0003333,0,0,1.04037787344,0.0,-0.0478840575664,299.999957953,99999.9977644,1.1586227855,1.17743414791e-12,4.33075737762e-12,2.88105739157e-14,3.3380587402e-14
857,-1.125,0.0,-1.5,0.0003333,0,0,1.04567239507,0.0,-0.0506947642217,299.999952331,99999.9915997,1.15862273578,1.01789607489e-12,3.32895574973e-12,2.80118225487e-14,3.24551344756e-14
858,-1.075,0.0,-1.5,0.0003333,0,0,1.05133469696,0.0,-0.0534189767157,299.999946295,99999.9849651,1.15862268222,8.92843436038e-13,2.62342713257e-12,2.73479088571e-14,3.16859075133e-14
859,-1.025,2.6377265035e-18,-1.5,0.0003333,0,0,1.0573642162,0.0,-0.0560277213491,299.99993984,99999.9778552,1.15862262477,7.92765884074e-13,2.11157308178e-12,2.67871369046e-14,3.10361828705e-14
860,-0.975,9.43491185463e-19,-1.5,0.0003333,0,0,1.06375654744,0.0,-0.0584884677695,299.999932967,99999.9702686,1.15862256341,7.11242343825e-13,1.73064158176e-12,2.63069551363e-14,3.04798317957e-14
861,-0.925,0.0,-1.5,0.0003333,0,0,1.07050265741,0.0,-0.0607653109302,299.999925683,99999.9622096,1.15862249817,6.43809578543e-13,1.44082029161e-12,2.58909246527e-14,2.9997807801e-14
862,-0.875,0.0,-1.5,0.0003333,0,0,1.0775880668,0.0,-0.0628193118438,299.999918,99999.9536887,1.15862242912,5.87285383581e-13,1.21603053664e-12,2.55268021845e-14,2.95759255545e-14
863,-0.825,0.0,-1.5,0.0003333,0,0,1.0849920271,0.0,-0.064609025478,299.999909937,99999.9447243,1.15862235639,5.39349578322e-13,1.03870317576e-12,2.52052922319e-14,2.92034150793e-14
864,-0.775,2.6377265035e-18,-1.5,0.0003333,0,0,1.09268673147,0.0,-0.0660912419763,299.99990152,99999.9353432,1.1586222802,4.98276606544e-13,8.96704140464e-13,2.4919213471e-14,2.88719559327e-14
865,-0.725,9.43491185463e-19,-1.5,0.0003333,0,0,1.10063660909,0.0,-0.0672219611511,299.999892787,99999.9255825,1.15862220084,4.62760225525e-13,7.8146567736e-13,2.46629288117e-14,2.85750168589e-14
866,-0.675,0.0,-1.5,0.0003333,0,0,1.10879776363,0.0,-0.0679576104333,299.999883785,99999.9154899,1.15862211867,4.3179576935e-13,6.86817239966e-13,2.44319475431e-14,2.83073948256e-14
867,-0.625,0.0,-1.5,0.0003333,0,0,1.11711762669,0.0,-0.0682565012255,299.999874569,99999.9051246,1.15862203416,4.04599352855e-13,6.08234932398e-13,2.42226424117e-14,2.80648872239e-14
868,-0.575,0.0,-1.5,0.0003333,0,0,1.12553490327,0.0,-0.068080498777,299.999865208,99999.894558,1.15862194789,3.80551338404e-13,5.42348303934e-13,2.40320451082e-14,2.7844054915e-14
869,-0.525,0.0,-1.5,0.0003333,0,0,1.13397988826,0.0,-0.0673968551744,299.99985578,99999.8838731,1.1586218605,3.59156082508e-13,4.86609351114e-13,2.38576965643e-14,2.76420487806e-14
870,-0.475,-9.63735264432e-20,-1.5,0.0003333,0,0,1.1423752253,0.0,-0.0661801256582,299.999846371,99999.8731642,1.15862177276,3.40012833328e-13,4.39066094123e-13,2.36975379191e-14,2.74564833939e-14
871,-0.425,0.0,-1.5,0.0003333,0,0,1.1506371627,0.0,-0.0644140587543,299.999837079,99999.8625357,1.1586216855,3.22794466498e-13,3.98204998459e-13,2.3549840209e-14,2.72853555562e-14
872,-0.375,0.0,-1.5,0.0003333,0,0,1.15867733012,0.0,-0.0620933216395,299.999828006,99999.8521002,1.15862159963,3.07231974723e-13,3.62839639432e-13,2.34131909612e-14,2.71270287639e-14
873,-0.325,0.0,-1.5,0.0003333,0,0,1.16640501684,0.0,-0.059224903585,299.999819257,99999.8419758,1.15862151611,2.93103379667e-13,3.32031004218e-13,2.32865699507e-14,2.69803209813e-14
874,-0.275,9.63735264432e-20,-1.5,0.0003333,0,0,1.17372987866,0.0,-0.0558290353881,299.99981094,99999.8322828,1.15862143593,2.80225853445e-13,3.05029670638e-13,2.31695086899e-14,2.6844689428e-14
875,-0.225,-9.63735264432e-20,-1.5,0.0003333,0,0,1.18056494024,0.0,-0.0519394776264,299.999803158,99999.8231401,1.15862136005,2.68449434407e-13,2.81233042987e-13,2.3062222085e-14,2.67203831179e-14
876,-0.175,-1.79060884448e-18,-1.5,0.0003333,0,0,1.18682970514,0.0,-0.0476030749075,299.999796009,99999.8146611,1.15862128942,2.57650533148e-13,2.60152826613e-13,2.29655077311e-14,2.66083261796e-14
877,-0.125,0.0,-1.5,0.0003333,0,0,1.19245314946,0.0,-0.0428785374669,299.999789578,99999.8069493,1.1586212249,2.47724258789e-13,2.41389606069e-13,2.2880263344e-14,2.65095587418e-14
878,-0.075,0.0,-1.5,0.0003333,0,0,1.19737636468,0.0,-0.0378344908591,299.999783938,99999.800095,1.15862116727,2.38576333467e-13,2.24612844886e-13,2.28067100203e-14,2.64243369853e-14
879,-0.025,0.0,-1.5,0.0003333,0,0,1.20155464098,0.0,-0.0325469205532,299.999779146,99999.7941712,1.15862111714,2.301167847e-13,2.09545602346e-13,2.27436704025e-14,2.63512968096e-14
880,0.025,-9.63735264432e-20,-1.5,0.0003333,0,0,1.20495883395,0.0,-0.0270961984944,299.99977524,99999.7892317,1.15862107499,2.22257493609e-13,1.95953541244e-13,2.26883136874e-14,2.62871583942e-14
881,0.075,0.0,-1.5,0.0003333,0,0,1.20757594906,0.0,-0.0215639334117,299.999772239,99999.7853094,1.15862104113,2.1491401934e-13,1.83637527212e-13,2.26365671381e-14,2.62272029853e-14
882,0.125,0.0,-1.5,0.0003333,0,0,1.20940887067,0.0,-0.016029828641,299.999770143,99999.7824152,1.1586210157,2.08010115531e-13,1.7242873862e-13,2.25840469857e-14,2.61663514571e-14
883,0.175,-1.79060884448e-18,-1.5,0.0003333,0,0,1.2104754575,0.0,-0.0105690567427,299.999768934,99999.7805394,1.15862099863,2.01482346305e-13,1.6218510547e-13,2.25271131892e-14,2.61003863796e-14
884,0.225,9.63735264432e-20,-1.5,0.0003333,0,0,1.21080676504,0.0,-0.00524921297749,299.999768578,99999.7796527,1.15862098973,1.95282585633e-13,1.52788114321e-13,2.24636317942e-14,2.60268353023e-14
885,0.275,-9.63735264432e-20,-1.5,0.0003333,0,0,1.21044348265,0.0,-0.000131666001474,299.999769029,99999.7797086,1.15862098864,1.89388994176e-13,1.44145287386e-13,2.23950242072e-14,2.59473450874e-14
886,0.325,9.63735264432e-20,-1.5,0.0003333,0,0,1.20944206342,0.0,0.00473151384795,299.999770222,99999.7806576,1.15862099502,1.83811541947e-13,1.36185854573e-13,2.23283209207e-14,2.58700614023e-14
887,0.375,0.0,-1.5,0.0003333,0,0,1.20785391286,0.0,0.00929978058017,299.999772097,99999.7824359,1.15862100838,1.78523428927e-13,1.28837434104e-13,2.22633688786e-14,2.57948069002e-14
888,0.425,0.0,-1.5,0.0003333,0,0,1.2057407497,0.0,0.0135431950041,299.999774582,99999.7849587,1.15862102802,1.73501109537e-13,1.22037452052e-13,2.22000468331e-14,2.57214410838e-14
889,0.475,9.63735264432e-20,-1.5,0.0003333,0,0,1.20316332201,0.0,0.0174413973479,299.999777605,99999.7881424,1.15862105322,1.68723796976e-13,1.15731546642e-13,2.21382574094e-14,2.56498511162e-14
890,0.525,0.0,-1.5,0.0003333,0,0,1.20018126034,0.0,0.0209829558341,299.999781097,99999.7919039,1.15862108332,1.64173066702e-13,1.0987227672e-13,2.20779226312e-14,2.55799466365e-14
891,0.575,0.0,-1.5,0.0003333,0,0,1.19685216976,0.0,0.0241643013261,299.999784989,99999.7961619,1.15862111762,1.59832517748e-13,1.04418054643e-13,2.20189797975e-14,2.55116549819e-14
892,0.625,0.0,-1.5,0.0003333,0,0,1.19323045532,0.0,0.0269885015777,299.999789217,99999.8008386,1.15862115548,1.55687485672e-13,9.93322638791e-14,2.19613779286e-14,2.54449170716e-14
893,0.675,0.0,-1.5,0.0003333,0,0,1.18936663629,0.0,0.0294640329431,299.99979372,99999.8058611,1.15862119628,1.51724799719e-13,9.4582527648e-14,2.19050747321e-14,2.53796838907e-14
894,0.725,2.6377265035e-18,-1.5,0.0003333,0,0,1.18530702476,0.0,0.0316036084988,299.999798443,99999.8111623,1.15862123946,1.47932577827e-13,9.01401013431e-14,2.18500340369e-14,2.53159135181e-14
895,0.775,9.43491185463e-19,-1.5,0.0003333,0,0,1.18109362679,0.0,0.0334231062757,299.999803337,99999.8166811,1.1586212845,1.44300054135e-13,8.59793664896e-14,2.1796223706e-14,2.52535687075e-14
896,0.825,0.0,-1.5,0.0003333,0,0,1.17676421031,0.0,0.0349406289508,299.999808356,99999.8223623,1.15862133094,1.40817434061e-13,8.20774080479e-14,2.17436139695e-14,2.51926149568e-14
897,0.875,0.0,-1.5,0.0003333,0,0,1.17235249026,0.0,0.0361757083691,299.999813461,99999.8281569,1.15862137837,1.3747577263e-13,7.84136601467e-14,2.16921761112e-14,2.51330189857e-14
898,0.925,0.0,-1.5,0.0003333,0,0,1.16788838425,0.0,0.0371486537988,299.999818615,99999.8340213,1.15862142641,1.34266872187e-13,7.49696081651e-14,2.164188138e-14,2.50747474747e-14
899,0.975,2.6377265035e-18,-1.5,0.0003333,0,0,1.16339830218,0.0,0.0378800337446,299.999823788,99999.8399172,1.15862147474,1.31183196159e-13,7.17285375389e-14,2.15926999078e-14,2.50177658108e-14
900,1.025,9.43491185463e-19,-1.5,0.0003333,0,0,1.15890544531,0.0,0.038390275859,299.999828952,99999.8458111,1.15862152309,1.28217795968e-13,6.86753218169e-14,2.15445992696e-14,2.496203642e-14
901,1.075,2.6377265035e-18,-1.5,0.0003333,0,0,1.1544300979,0.0,0.0386993670644,299.999834084,99999.8516738,1.1586215712,1.25364248571e-13,6.57962447127e-14,2.14975419944e-14,2.49075158824e-14
902,1.125,0.0,-1.5,0.0003333,0,0,1.14998990195,0.0,0.0388266359815,299.999839164,99999.8574802,1.15862161886,1.22616602384e-13,6.30788534601e-14,2.14514806783e-14,2.48541492704e-14
903,1.175,0.0,-1.5,0.0003333,0,0,1.14560011022,0.0,0.038790600993,299.999844172,99999.8632087,1.15862166589,1.19969329524e-13,6.0511844165e-14,2.14063481332e-14,2.48018587347e-14
904,1.225,2.6377265035e-18,-1.5,0.0003333,0,0,1.14127381592,0.0,0.0386088693769,299.999849096,99999.868841,1.15862171213,1.17417282111e-13,5.80849851953e-14,2.13620375091e-14,2.47505204734e-14
905,1.275,9.43491185463e-19,-1.5,0.0003333,0,0,1.13702216,0.0,0.0382980753635,299.999853922,99999.8743616,1.15862175746,1.14955649782e-13,5.57890935423e-14,2.13183626403e-14,2.46999187884e-14
906,1.325,0.0,-1.5,0.0003333,0,0,1.13285451801,0.0,0.0378738472434,299.99985864,99999.8797578,1.15862180176,1.12579914381e-13,5.3616094532e-14,2.12749800397e-14,2.46496557061e-14
907,1.375,0.0,-1.5,0.0003333,0,0,1.12877866893,0.0,0.0373507960595,299.999863242,99999.885019,1.15862184495,1.10285795179e-13,5.15592225409e-14,2.12312374332e-14,2.45989754854e-14
908,1.425,0.0,-1.5,0.0003333,0,0,1.12480094852,0.0,0.0367425199902,299.999867721,99999.8901369,1.15862188695,1.08069173038e-13,4.96134682745e-14,2.11858834114e-14,2.45464282149e-14
909,1.475,2.6377265035e-18,-1.5,0.0003333,0,0,1.12092638939,0.0,0.0360616201023,299.999872072,99999.8951051,1.15862192772,1.0592597302e-13,4.77764619326e-14,2.11365182261e-14,2.44892334923e-14
910,1.525,9.43491185463e-19,-1.5,0.0003333,0,0,1.11715884957,0.0,0.0353197245384,299.999876291,99999.8999187,1.15862196719,1.03851969235e-13,4.60501276415e-14,2.10785699406e-14,2.44220941702e-14
911,1.575,0.0,-1.5,0.0003333,0,0,1.11350113171,0.0,0.0345275186809,299.999880377,99999.9045744,1.15862200536,1.01842447916e-13,4.44436976795e-14,2.10034184039e-14,2.43350227506e-14
912,1.625,0.0,-1.5,0.0003333,0,0,1.10995509342,0.0,0.0336947798657,299.999884327,99999.9090703,1.1586220422,9.98916162621e-14,4.29791089117e-14,2.08950388384e-14,2.42094525709e-14
