cell_id,x_m,y_m,z_m,volume_m3,T_K
1398,0.00337464,-0.0025511,-0.0065139,5.29651e-10,397.189
1399,0.00341928,-0.00255953,-0.00534814,4.58597e-10,392.02
1400,0.00250692,-0.0034298,-0.00542638,5.59459e-10,381.523
1401,0.00230925,-0.00349634,-0.0066917,7.78318e-10,384.554
1402,0.00364993,-0.00166828,-0.00761547,1.22103e-09,417.665
1403,0.00374917,-0.00162925,-0.00870172,1.03404e-09,419.949
1404,0.00386758,-0.00057186,-0.00762468,1.50564e-09,444.134
1405,0.00396437,-0.000558861,-0.00869615,1.2735e-09,447.226
1406,0.00257371,-0.00266887,-0.00771561,1.04008e-09,400.29
1407,0.00282308,-0.00251545,-0.00871052,8.70758e-10,403.322
1408,0.00340868,-0.00252103,-0.00760087,4.81834e-10,400.023
1409,0.00347822,-0.00247662,-0.00868981,4.27564e-10,401.508
1410,0.00242054,-0.0034245,-0.00770734,6.14391e-10,385.997
1411,0.00269732,-0.00327627,-0.00870251,4.64939e-10,387.231
1412,0.000607829,-0.0049305,-0.00528448,1.18673e-09,362.162
1413,0.000603404,-0.00645432,-0.00527785,2.37943e-09,344.143
1414,0.000574884,-0.00493861,-0.00636353,1.11918e-09,363.976
1415,0.00058366,-0.00647514,-0.00635444,2.35041e-09,345.383
1416,0.00168659,-0.00471876,-0.00533879,1.40037e-09,363.546
1417,0.00166681,-0.00639029,-0.00530786,2.59304e-09,343.742
1418,0.00151808,-0.00480089,-0.00657211,1.19593e-09,364.964
1419,0.00155305,-0.0064498,-0.00653883,2.72579e-09,344.979
1420,0.00271537,-0.00429532,-0.00537122,1.92522e-09,366.227
1421,0.0027225,-0.00626005,-0.00532715,2.96922e-09,343.052
1422,0.00258676,-0.00434689,-0.00660594,2.50621e-09,368.988
1423,0.00259344,-0.00629149,-0.00659985,4.1898e-09,345.172
1424,0.00268781,-0.00429127,-0.00766126,1.95878e-09,370.323
1425,0.00268695,-0.00626558,-0.00768404,3.19141e-09,345.677
1426,0.00287502,-0.00421252,-0.00870055,1.48442e-09,369.698
1427,0.00287424,-0.00623524,-0.00871091,2.39269e-09,344.706
1428,0.00448878,-0.00187461,-0.00534338,9.56329e-10,396.359
1429,0.00533561,-0.0019622,-0.00537317,1.45373e-09,387.985
1430,0.00460892,-0.00186487,-0.00646458,1.25607e-09,400.701
1431,0.00574553,-0.00195889,-0.00646602,2.01465e-09,388.425
1432,0.00471098,-0.000619627,-0.00536192,6.30742e-10,418.03
1433,0.00539352,-0.000663743,-0.00537949,1.28972e-09,410.257
1434,0.00482605,-0.000620154,-0.00647464,9.57997e-10,423.845
1435,0.00580321,-0.000659689,-0.00646733,1.84885e-09,411.369
1436,0.00426856,-0.00302018,-0.00645218,1.89422e-09,382.262
1437,0.00568669,-0.0032549,-0.00646489,2.16919e-09,368.374
1438,0.00414034,-0.0030324,-0.00532776,1.64005e-09,379.06
1439,0.00527737,-0.0032576,-0.00536811,1.60926e-09,368.228
1440,0.00472916,-0.00185889,-0.00758576,1.54788e-09,403.418
1441,0.00604289,-0.00195825,-0.00756545,2.23386e-09,388.404
1442,0.00484744,-0.00185354,-0.0087045,1.85177e-09,404.107
1443,0.00625121,-0.00195874,-0.00867541,2.21193e-09,387.462
1444,0.00494312,-0.000620219,-0.00759068,1.27559e-09,427.802
1445,0.00610201,-0.000658925,-0.00756548,2.06367e-09,411.725
1446,0.0050607,-0.000618832,-0.00870778,1.5934e-09,428.957
1447,0.00631159,-0.000659512,-0.00867441,2.03329e-09,410.895
1448,0.00439733,-0.00301104,-0.0075754,2.13636e-09,384.048
1449,0.00598241,-0.00325435,-0.00756542,2.39165e-09,368.149
1450,0.00452619,-0.0030029,-0.00869762,2.37671e-09,384.228
1451,0.0061902,-0.0032564,-0.00867675,2.38428e-09,367.116
1452,0.00401169,-0.0042529,-0.00644927,2.65614e-09,364.4
1453,0.00401798,-0.00627293,-0.00645355,4.27143e-09,341.056
1454,0.00563108,-0.00455281,-0.00646397,2.35152e-09,351.56
1455,0.005626,-0.00633706,-0.00646556,4.18006e-09,333.121
1456,0.00389544,-0.00426295,-0.00532593,2.31623e-09,361.928
1457,0.00387808,-0.00626538,-0.00533549,3.58329e-09,339.482
1458,0.0052219,-0.00455511,-0.00536401,1.78569e-09,351.395
1459,0.00518731,-0.00635348,-0.00535709,3.3381e-09,332.877
1460,0.00412799,-0.0042426,-0.00757297,2.99616e-09,365.62
1461,0.00412863,-0.00626285,-0.00757167,4.81373e-09,341.754
1462,0.00592543,-0.00455233,-0.0075654,2.58002e-09,351.264
1463,0.00591549,-0.00633904,-0.00756704,4.60256e-09,332.843
1464,0.00424434,-0.00423214,-0.00869693,3.33624e-09,365.474
1465,0.00421806,-0.00624452,-0.00869313,5.26232e-09,341.487
1466,0.00613075,-0.00455507,-0.00867677,2.57214e-09,350.237
1467,0.00609025,-0.00635379,-0.0086806,4.7689e-09,332.004
1468,0.000614812,-0.00492767,-0.00412497,1.41474e-09,358.429
1469,0.000592663,-0.0049284,-0.00289907,1.33224e-09,353.098
1470,0.000604997,-0.00645362,-0.00412493,2.8448e-09,341.16
1471,0.000582824,-0.00645367,-0.00289944,2.67542e-09,336.128
1472,0.0017493,-0.00468995,-0.004125,1.55919e-09,359.708
1473,0.00170511,-0.00469617,-0.00297198,1.32468e-09,354.736
1474,0.00168678,-0.00638948,-0.00412493,2.95212e-09,340.544
1475,0.00164276,-0.00639101,-0.00296991,2.51781e-09,335.75
1476,0.00274822,-0.00430045,-0.00421975,1.50284e-09,361.834
1477,0.00277013,-0.00428683,-0.00325202,1.29647e-09,357.969
1478,0.00270456,-0.00628556,-0.00421714,2.64784e-09,339.649
1479,0.00272784,-0.00628107,-0.00324651,2.27301e-09,335.641
1480,0.00445646,-0.00189371,-0.00434026,5.6894e-10,391.046
1481,0.00466619,-0.000620772,-0.0043301,3.42976e-10,411.312
1482,0.00410118,-0.00306927,-0.00430336,1.18374e-09,374.524
1483,0.00385851,-0.00427579,-0.00427515,1.80921e-09,358.554
1484,0.00381535,-0.00625069,-0.00427424,2.67812e-09,336.778
1485,0.00459269,-0.000619783,-0.00384141,1.07529e-10,409.843
1486,0.0043388,-0.00183725,-0.00385479,1.99771e-10,390.954
1487,0.00388834,-0.0029831,-0.00367089,4.8476e-10,374.179
1488,0.00364422,-0.00418455,-0.00353724,8.6013e-10,357.482
1489,0.00361617,-0.00622171,-0.00353876,1.24846e-09,334.663
1490,0.0050144,-0.000668858,-0.00440472,4.03001e-10,407.711
1491,0.004942,-0.00196615,-0.00440473,4.76235e-10,386.578
1492,0.0048691,-0.00326186,-0.00440446,5.47413e-10,367.362
1493,0.00479732,-0.00455944,-0.00440491,6.23428e-10,350.716
1494,0.00472471,-0.00636916,-0.00440478,1.23249e-09,332.177
1495,0.000581329,-0.00492768,-0.00163194,1.3926e-09,346.304
1496,0.000552946,-0.00494591,-0.000341966,1.29758e-09,338.133
1497,0.00059978,-0.00642446,-0.00169943,2.60082e-09,328.951
1498,0.000642904,-0.00644811,-0.000553323,2.80588e-09,317.963
1499,0.00170536,-0.00469017,-0.00180024,1.69785e-09,348.779
1500,0.00166115,-0.00471135,-0.000510464,1.63608e-09,341.177
1501,0.00171754,-0.00635508,-0.00187355,2.98758e-09,329.31
1502,0.00182586,-0.00636477,-0.00073432,3.11401e-09,318.753
1503,0.0027704,-0.00428435,-0.00215557,1.93441e-09,352.697
1504,0.00276291,-0.00428949,-0.000858694,1.92652e-09,345.947
1505,0.00283777,-0.00624626,-0.00223686,3.25063e-09,329.883
1506,0.00299128,-0.00624482,-0.00110752,3.36372e-09,319.889
1507,0.00465318,-0.000620508,-0.00302897,5.60754e-10,403.488
1508,0.00464913,-0.000631962,-0.00169854,5.83277e-10,395.705
1509,0.00443083,-0.0018821,-0.00302823,9.50096e-10,384.822
1510,0.00442328,-0.00188412,-0.00166026,1.02461e-09,377.809
1511,0.00408079,-0.00304028,-0.00285514,1.76028e-09,368.272
1512,0.00407823,-0.00302246,-0.00151043,1.86424e-09,362.131
1513,0.00384594,-0.0042686,-0.00270037,2.49759e-09,351.439
1514,0.00384594,-0.00426863,-0.00139249,2.49759e-09,344.37
1515,0.00393337,-0.00623998,-0.00280503,3.56342e-09,329.467
1516,0.00410693,-0.00623337,-0.00167104,3.35228e-09,319.889
1517,0.0053077,-0.000716076,-0.00354001,2.00071e-09,399.676
1518,0.00561175,-0.00080357,-0.00220582,3.47529e-09,387.857
1519,0.00524221,-0.00206454,-0.00353589,2.09046e-09,378.987
1520,0.00551552,-0.00225197,-0.00219012,3.09611e-09,367.47
1521,0.00518703,-0.00337078,-0.00354246,2.26451e-09,360.472
1522,0.00546078,-0.0035795,-0.00220805,3.28096e-09,349.536
1523,0.0051331,-0.00467859,-0.00355082,2.4575e-09,344.061
1524,0.0054064,-0.00490747,-0.00222684,3.47251e-09,332.659
1525,0.005115,-0.00636747,-0.00366191,3.77326e-09,327.232
1526,0.00542431,-0.00642782,-0.00246769,3.79462e-09,316.798
1527,0.00618302,-0.00214223,-0.00466199,2.79552e-09,374.489
1528,0.00688643,-0.00250931,-0.00337987,3.66094e-09,357.931
1529,0.00695545,-0.0020517,-0.00593296,2.42656e-09,372.983
1530,0.00796101,-0.00242888,-0.00492908,3.46005e-09,354.615
1531,0.00618872,-0.000750666,-0.00465522,3.05122e-09,396.2
1532,0.00689622,-0.000911879,-0.00336306,5.03589e-09,379.109
1533,0.00695537,-0.000698163,-0.00591692,2.57657e-09,394.425
1534,0.00797618,-0.00087454,-0.00489352,4.56461e-09,374.533
1535,0.00695261,-0.0033571,-0.00593579,2.39313e-09,354.961
1536,0.00794224,-0.00378218,-0.00493875,3.38445e-09,338.762
1537,0.00617896,-0.00345808,-0.00467089,2.72711e-09,356.21
1538,0.00687577,-0.00386799,-0.00340452,3.55919e-09,341.05
1539,0.00746025,-0.00195452,-0.00724876,2.36242e-09,372.909
1540,0.00868122,-0.00234611,-0.00661135,3.49418e-09,352.754
1541,0.00771098,-0.00195,-0.00857778,2.37704e-09,371.75
1542,0.0090536,-0.00233982,-0.0083805,3.18016e-09,351.14
1543,0.00746103,-0.000650001,-0.00724648,2.37883e-09,393.793
1544,0.00872338,-0.000844859,-0.00658917,4.36752e-09,371.835
1545,0.00771098,-0.00065,-0.00857778,2.37704e-09,392.655
1546,0.00910047,-0.000843913,-0.00837399,3.94697e-09,370.124
1547,0.00746025,-0.00324802,-0.00724876,2.33879e-09,354.942
1548,0.00866509,-0.00369202,-0.00661637,3.39024e-09,337.454
1549,0.00771108,-0.00324676,-0.0085789,2.36518e-09,353.731
1550,0.00903635,-0.00368778,-0.00838277,3.09053e-09,335.935
1551,0.00697393,-0.00473132,-0.00594667,2.64669e-09,338.363
1552,0.00792077,-0.00518542,-0.00498413,3.61442e-09,323.505
1553,0.00687617,-0.00641287,-0.00602103,3.29041e-09,323.359
1554,0.00772618,-0.00665232,-0.00514396,3.34995e-09,310.936
1555,0.00617491,-0.00477668,-0.00468213,2.71363e-09,340.175
1556,0.00686638,-0.00522947,-0.00343453,3.49924e-09,325.124
1557,0.00612898,-0.00641037,-0.00478471,3.67378e-09,324.868
1558,0.00675628,-0.00663102,-0.00368946,3.43766e-09,312.363
1559,0.00748549,-0.0046797,-0.00723236,2.82711e-09,337.468
1560,0.00861279,-0.00513966,-0.0066476,3.9439e-09,322.505
1561,0.0073548,-0.00641501,-0.00729013,3.20042e-09,322.124
1562,0.0083958,-0.00665885,-0.00675176,3.37445e-09,309.55
1563,0.00772214,-0.00461326,-0.00855526,2.59873e-09,337.187
1564,0.00899029,-0.00509168,-0.00836649,3.34971e-09,321.49
1565,0.00760257,-0.00634837,-0.00860697,3.35764e-09,321.482
1566,0.00872791,-0.00658556,-0.00845163,3.4574e-09,309.061
1567,0.000527311,-0.00496188,0.000809504,9.189e-10,331.159
1568,0.000534651,-0.00495949,0.00177357,8.95605e-10,328.757
1569,0.000682382,-0.00658948,0.0006411,3.32479e-09,299.952
1570,0.000700748,-0.00651687,0.00177271,2.49635e-09,298.001
1571,0.00162626,-0.00470814,0.000626267,1.33619e-09,335.18
1572,0.00164026,-0.00471021,0.00168981,1.47537e-09,332.344
1573,0.00193597,-0.00651511,0.000469576,3.70196e-09,301.186
1574,0.00197481,-0.00642689,0.00169158,3.16633e-09,298.991
1575,0.0027858,-0.00430656,0.000351702,1.92083e-09,340.297
1576,0.00283665,-0.00437536,0.00159155,2.59779e-09,335.962
1577,0.00316582,-0.00640976,0.000146368,4.37349e-09,302.587
1578,0.00323235,-0.00636672,0.00156345,4.01964e-09,298.437
1579,0.00471485,-0.000643313,-0.000259849,8.49183e-10,388.721
1580,0.00483048,-0.000661862,0.00137444,1.66997e-09,383.704
1581,0.00449909,-0.00189259,-0.000218528,1.20249e-09,371.282
1582,0.0046082,-0.0019154,0.00138028,1.99937e-09,366.732
1583,0.00414091,-0.00304187,-0.000142505,2.0013e-09,356.068
1584,0.00422598,-0.00305285,0.00139875,2.82209e-09,351.916
1585,0.00392646,-0.00433376,-6.93668e-05,2.84906e-09,336.699
1586,0.00405409,-0.00443525,0.00143142,4.05946e-09,330.608
1587,0.00432711,-0.00639112,-0.000312903,4.73991e-09,301.629
1588,0.004496,-0.0064204,0.00136972,4.65606e-09,295.241
1589,0.00582182,-0.000869065,-0.00061428,5.17464e-09,377.283
1590,0.00585516,-0.000876618,0.00130002,4.31999e-09,372.319
1591,0.00572491,-0.00237473,-0.000614821,4.42671e-09,357.143
1592,0.00575944,-0.00239032,0.00129377,3.72687e-09,352.583
1593,0.00566374,-0.00370883,-0.000627446,4.79641e-09,339.156
1594,0.00566172,-0.00370528,0.00129413,4.27285e-09,334.814
1595,0.0056137,-0.00505397,-0.000642501,5.17372e-09,320.015
1596,0.0056121,-0.00505672,0.00129153,4.76342e-09,315.16
1597,0.00567721,-0.00658504,-0.000858239,5.95074e-09,294.991
1598,0.00575921,-0.00658725,0.00125815,4.38319e-09,290.142
1599,0.000587052,-0.00875,-0.00527136,2.78784e-09,327.427
1600,0.000587052,-0.01125,-0.00527136,2.78784e-09,316.337
1601,0.000580793,-0.0137153,-0.00539018,2.57097e-09,308.935
1602,0.00056794,-0.0162107,-0.00563432,2.15053e-09,302.939
1603,0.000582199,-0.00875,-0.00634479,2.90182e-09,328.045
1604,0.000582199,-0.01125,-0.00634479,2.90182e-09,316.443
1605,0.000576319,-0.0137113,-0.00638876,2.65388e-09,308.788
1606,0.000563038,-0.0162039,-0.00647844,2.16511e-09,302.681
1607,0.00165743,-0.00875,-0.0052881,2.87721e-09,326.919
1608,0.00165743,-0.01125,-0.0052881,2.87721e-09,316.096
1609,0.00163611,-0.0137209,-0.00546636,2.68091e-09,308.831
1610,0.00159351,-0.016222,-0.0058341,2.3233e-09,302.868
1611,0.00157162,-0.00875,-0.00652064,3.41641e-09,327.62
1612,0.00157162,-0.01125,-0.00652064,3.41641e-09,316.163
1613,0.00155221,-0.0136935,-0.00660181,3.00641e-09,308.665
1614,0.00150987,-0.0161765,-0.00676837,2.20173e-09,302.655
1615,0.00271975,-0.00875,-0.00530471,2.92158e-09,325.955
1616,0.00271975,-0.01125,-0.00530471,2.92158e-09,315.67
1617,0.0026262,-0.0136737,-0.0055291,2.45531e-09,308.84
1618,0.002432,-0.016162,-0.00600002,1.65218e-09,303.057
1619,0.00258589,-0.00875,-0.00659917,4.34765e-09,326.808
1620,0.00258589,-0.01125,-0.00659917,4.34765e-09,315.701
1621,0.00249484,-0.0136318,-0.0067031,3.3513e-09,308.609
1622,0.00229742,-0.0160855,-0.00692844,1.72095e-09,302.777
1623,0.00267444,-0.00875,-0.00769729,3.21644e-09,326.416
1624,0.00267444,-0.01125,-0.00769729,3.21644e-09,315.245
1625,0.00262768,-0.0137121,-0.00772338,2.95211e-09,307.983
1626,0.00253887,-0.0162075,-0.00778072,2.42346e-09,302.18
1627,0.00286672,-0.00875,-0.00871563,2.34758e-09,325.398
1628,0.00286672,-0.01125,-0.00871563,2.34758e-09,314.487
1629,0.00286672,-0.01375,-0.00871563,2.34758e-09,307.337
1630,0.00286672,-0.01625,-0.00871563,2.34758e-09,301.685
1631,0.00405936,-0.00875,-0.00645657,4.44381e-09,324.74
1632,0.00405936,-0.01125,-0.00645657,4.44381e-09,314.904
1633,0.00382398,-0.0136604,-0.00655954,3.62623e-09,308.42
1634,0.00332469,-0.0161424,-0.00677667,2.25224e-09,302.874
1635,0.00564979,-0.00875,-0.00646759,4.40289e-09,321.53
1636,0.00564979,-0.01125,-0.00646759,4.40289e-09,313.824
1637,0.0052978,-0.0136893,-0.00653142,3.82388e-09,308.265
1638,0.00455875,-0.0161773,-0.00666812,2.7584e-09,303.395
1639,0.00389095,-0.00875,-0.00534432,3.62094e-09,324.36
1640,0.00389095,-0.01125,-0.00534432,3.62094e-09,315.051
1641,0.00367684,-0.013635,-0.00555704,2.82135e-09,308.828
1642,0.00321512,-0.0160836,-0.00601523,1.45294e-09,303.421
1643,0.0051804,-0.00875,-0.00535207,3.66292e-09,321.908
1644,0.0051804,-0.01125,-0.00535207,3.66292e-09,314.231
1645,0.00487832,-0.0136831,-0.00554306,3.16423e-09,308.633
1646,0.00424935,-0.0161559,-0.00594175,2.18058e-09,303.781
1647,0.00416786,-0.00875,-0.007569,4.938e-09,324.668
1648,0.00416786,-0.01125,-0.007569,4.938e-09,314.568
1649,0.00400567,-0.0136935,-0.0075859,4.30786e-09,307.923
1650,0.00365977,-0.0161908,-0.0076192,3.19543e-09,302.405
1651,0.00593508,-0.00875,-0.0075688,4.87748e-09,321.079
1652,0.00593508,-0.01125,-0.0075688,4.87748e-09,313.386
1653,0.00562008,-0.0137032,-0.00756671,4.3667e-09,307.864
1654,0.00496258,-0.0161967,-0.00756006,3.41358e-09,303.105
1655,0.00423164,-0.00875,-0.00868755,5.21461e-09,324.12
1656,0.00423164,-0.01125,-0.00868755,5.21461e-09,314.032
1657,0.00414392,-0.0137054,-0.00868783,4.71017e-09,307.417
1658,0.00396277,-0.0161925,-0.00868997,3.69416e-09,302.051
1659,0.0060795,-0.00875,-0.00868403,5.24763e-09,320.5
1660,0.0060795,-0.01125,-0.00868403,5.24763e-09,312.897
1661,0.00580349,-0.0137006,-0.00867829,4.6937e-09,307.468
1662,0.00523216,-0.0161826,-0.00866552,3.55986e-09,302.851
1663,0.000582451,-0.00875,-0.00412486,3.33431e-09,326.17
1664,0.000582451,-0.01125,-0.00412486,3.33431e-09,316.066
1665,0.00057868,-0.0137017,-0.00433419,2.98529e-09,309.195
1666,0.0005711,-0.0161897,-0.00476789,2.30294e-09,303.511
1667,0.000560629,-0.00875,-0.00289938,3.13389e-09,324.237
1668,0.000560629,-0.01125,-0.00289938,3.13389e-09,315.638
1669,0.000560355,-0.0137063,-0.00322084,2.83482e-09,309.438
1670,0.000566284,-0.0161999,-0.00388547,2.26576e-09,304.312
1671,0.00164943,-0.00875,-0.00412486,3.33434e-09,325.677
1672,0.00164944,-0.01125,-0.00412486,3.33434e-09,315.863
1673,0.00163333,-0.0137002,-0.00438358,2.97325e-09,309.146
1674,0.00159908,-0.0161892,-0.00491978,2.27635e-09,303.51
1675,0.00160526,-0.00875,-0.00296908,2.84761e-09,323.946
1676,0.00160526,-0.01125,-0.00296908,2.84761e-09,315.511
1677,0.00159609,-0.0137131,-0.00332231,2.61016e-09,309.374
1678,0.00158373,-0.0162037,-0.00405112,2.13293e-09,304.286
1679,0.00267774,-0.00875,-0.00421498,2.78536e-09,324.871
1680,0.00267774,-0.01125,-0.00421498,2.78536e-09,315.525
1681,0.00262468,-0.0136827,-0.00451666,2.38548e-09,309.1
1682,0.00251386,-0.0161732,-0.00515447,1.68187e-09,303.604
1683,0.0027015,-0.00875,-0.00324189,2.38211e-09,323.523
1684,0.0027015,-0.01125,-0.00324189,2.38211e-09,315.282
1685,0.00266098,-0.0137158,-0.00361781,2.1998e-09,309.254
1686,0.00257916,-0.0162152,-0.00439155,1.86541e-09,304.246
1687,0.00379856,-0.00875,-0.00427327,2.59029e-09,323.464
1688,0.00379856,-0.01125,-0.00427327,2.59029e-09,314.997
1689,0.00365896,-0.0136729,-0.00459359,2.16329e-09,309.022
1690,0.00336913,-0.0161656,-0.00527092,1.42617e-09,303.844
1691,0.00360537,-0.00875,-0.00354045,1.18128e-09,322.867
1692,0.00360537,-0.01125,-0.00354045,1.18128e-09,314.977
1693,0.00353438,-0.0137072,-0.0039337,1.06735e-09,309.147
1694,0.00338675,-0.0162086,-0.00474839,8.69675e-10,304.274
1695,0.00468887,-0.00875,-0.00440464,1.40902e-09,322.049
1696,0.00468887,-0.01125,-0.00440464,1.40902e-09,314.5
1697,0.00448773,-0.0136721,-0.00471224,1.19695e-09,308.926
1698,0.00406522,-0.0161404,-0.00535988,7.7107e-10,304.175
1699,0.000606604,-0.00875,-0.00177386,2.77624e-09,322.244
1700,0.000606604,-0.01125,-0.00177386,2.77624e-09,315.25
1701,0.000604934,-0.0138166,-0.00207934,3.3079e-09,309.426
1702,0.000607686,-0.0163048,-0.00266162,4.41552e-09,305.653
1703,0.000691339,-0.00875,-0.000790107,3.20797e-09,320.842
1704,0.000691339,-0.01125,-0.000790107,3.20797e-09,315.031
1705,0.000689891,-0.013817,-0.000890703,3.82441e-09,309.495
1706,0.000686966,-0.0163002,-0.00107983,5.04832e-09,306.235
1707,0.00175758,-0.00875,-0.00195694,3.06186e-09,322.183
1708,0.00175758,-0.01125,-0.00195694,3.06186e-09,315.17
1709,0.00173974,-0.0138078,-0.00226622,3.56797e-09,309.381
1710,0.00171201,-0.0162862,-0.00285022,4.45081e-09,305.625
1711,0.00197658,-0.00875,-0.000990245,3.27298e-09,320.818
1712,0.00197658,-0.01125,-0.000990245,3.27298e-09,314.954
1713,0.00196569,-0.013814,-0.00109036,3.87217e-09,309.441
1714,0.00194498,-0.0162967,-0.00127704,5.02909e-09,306.194
1715,0.00292327,-0.00875,-0.00232819,3.14743e-09,321.971
1716,0.00292327,-0.01125,-0.00232819,3.14743e-09,314.989
1717,0.00288676,-0.0138159,-0.00265406,3.73988e-09,309.239
1718,0.00281712,-0.0162996,-0.00326879,4.89868e-09,305.505
1719,0.00323519,-0.00875,-0.00138128,3.23395e-09,320.661
1720,0.00323519,-0.01125,-0.00138128,3.23395e-09,314.784
1721,0.0032136,-0.0138209,-0.00148731,3.89784e-09,309.309
1722,0.00317243,-0.0163025,-0.0016857,5.21587e-09,306.097
1723,0.00405397,-0.00875,-0.00291283,3.44467e-09,321.502
1724,0.00405397,-0.01125,-0.00291283,3.44467e-09,314.684
1725,0.00398281,-0.0137942,-0.00323719,3.86538e-09,309.088
1726,0.00384607,-0.016276,-0.00385527,4.5208e-09,305.39
1727,0.00441216,-0.00875,-0.00196574,3.14573e-09,320.253
1728,0.00441216,-0.01125,-0.00196574,3.14573e-09,314.508
1729,0.00437474,-0.0138157,-0.00206891,3.75179e-09,309.143
1730,0.00430524,-0.016296,-0.00225883,4.88961e-09,305.975
1731,0.00515021,-0.00875,-0.00376208,3.91878e-09,320.65
1732,0.00515021,-0.01125,-0.00376208,3.91878e-09,314.23
1733,0.00499212,-0.0137561,-0.00400859,4.01598e-09,308.892
1734,0.0046913,-0.0162259,-0.00447134,3.83522e-09,305.284
1735,0.00555731,-0.00875,-0.00276757,3.51001e-09,319.427
1736,0.00555731,-0.01125,-0.00276757,3.51001e-09,314.112
1737,0.0054903,-0.0138128,-0.00284598,4.17912e-09,308.922
1738,0.005369,-0.0162923,-0.00298845,5.39204e-09,305.828
1739,0.00682321,-0.00875,-0.00607276,3.33462e-09,318.721
1740,0.00682321,-0.01125,-0.00607276,3.33462e-09,313.148
1741,0.00652752,-0.0137831,-0.00611413,3.68561e-09,308.173
1742,0.00596805,-0.0162613,-0.00619158,4.12295e-09,304.791
1743,0.0075505,-0.00875,-0.00531714,4.12893e-09,317.181
1744,0.0075505,-0.01125,-0.00531714,4.12893e-09,312.973
1745,0.00745279,-0.0138061,-0.00532799,4.81169e-09,308.229
1746,0.00727245,-0.016291,-0.00534883,6.08901e-09,305.291
1747,0.00610457,-0.00875,-0.00484837,3.75922e-09,319.617
1748,0.00610457,-0.01125,-0.00484837,3.75922e-09,313.697
1749,0.00585634,-0.0137741,-0.00499363,4.05254e-09,308.548
1750,0.00538249,-0.0162525,-0.00526549,4.34671e-09,305.052
1751,0.00666101,-0.00875,-0.00392859,3.99259e-09,318.231
1752,0.00666101,-0.01125,-0.00392859,3.99259e-09,313.569
1753,0.00656832,-0.0138117,-0.00396995,4.74494e-09,308.608
1754,0.00640043,-0.0162937,-0.0040497,6.14686e-09,305.592
1755,0.00728859,-0.00875,-0.0073215,3.23911e-09,317.926
1756,0.00728859,-0.01125,-0.0073215,3.23911e-09,312.614
1757,0.00697208,-0.0138159,-0.00731432,3.86942e-09,307.74
1758,0.00637608,-0.0162993,-0.00730196,5.10301e-09,304.437
1759,0.0081781,-0.00875,-0.00685621,4.16979e-09,316.268
1760,0.0081781,-0.01125,-0.00685621,4.16979e-09,312.368
1761,0.00807436,-0.0138166,-0.00685244,4.98222e-09,307.781
1762,0.00787958,-0.0163006,-0.00684657,6.59808e-09,304.923
1763,0.00751201,-0.00875,-0.00860499,3.19871e-09,317.251
1764,0.00751201,-0.01125,-0.00860499,3.19871e-09,312.094
1765,0.007204,-0.0138215,-0.00859925,3.8616e-09,307.329
1766,0.00662484,-0.0163047,-0.00858897,5.21255e-09,304.087
1767,0.00848983,-0.00875,-0.00845779,3.93711e-09,315.528
1768,0.00848983,-0.01125,-0.00845779,3.93711e-09,311.784
1769,0.00838892,-0.0138191,-0.00845547,4.72278e-09,307.334
1770,0.00819869,-0.0163023,-0.00845157,6.30244e-09,304.549
1771,0.000561323,-0.0185,-0.00576054,1.55756e-09,296.806
1772,0.000561323,-0.0205,-0.00576054,1.55756e-09,292.452
1773,0.000561323,-0.0225,-0.00576054,1.55756e-09,289.238
1774,0.000561323,-0.0245,-0.00576054,1.55756e-09,287.131
1775,0.000561323,-0.0265,-0.00576054,1.55756e-09,286.088
1776,0.00055529,-0.0185,-0.00652455,1.53943e-09,296.736
1777,0.00055529,-0.0205,-0.00652455,1.53943e-09,292.429
1778,0.00055529,-0.0225,-0.00652455,1.53943e-09,289.227
1779,0.00055529,-0.0245,-0.00652455,1.53943e-09,287.124
1780,0.00055529,-0.0265,-0.00652455,1.53943e-09,286.084
1781,0.00157239,-0.0185,-0.00602362,1.7296e-09,296.752
1782,0.00157239,-0.0205,-0.00602362,1.7296e-09,292.415
1783,0.00157239,-0.0225,-0.00602362,1.7296e-09,289.214
1784,0.00157239,-0.0245,-0.00602362,1.7296e-09,287.114
1785,0.00157239,-0.0265,-0.00602362,1.7296e-09,286.076
1786,0.00148568,-0.0185,-0.00685513,1.44564e-09,296.656
1787,0.00148568,-0.0205,-0.00685513,1.44564e-09,292.376
1788,0.00148568,-0.0225,-0.00685513,1.44564e-09,289.194
1789,0.00148568,-0.0245,-0.00685513,1.44564e-09,287.102
1790,0.00148568,-0.0265,-0.00685513,1.44564e-09,286.066
1791,0.00233113,-0.0185,-0.0062498,1.05225e-09,296.695
1792,0.00233113,-0.0205,-0.0062498,1.05225e-09,292.369
1793,0.00233113,-0.0225,-0.0062498,1.05225e-09,289.184
1794,0.00233113,-0.0245,-0.0062498,1.05225e-09,287.094
1795,0.00233113,-0.0265,-0.0062498,1.05225e-09,286.06
1796,0.00218362,-0.0185,-0.00705833,8.69548e-10,296.563
1797,0.00218362,-0.0205,-0.00705833,8.69548e-10,292.314
1798,0.00218362,-0.0225,-0.00705833,8.69548e-10,289.154
1799,0.00218362,-0.0245,-0.00705833,8.69548e-10,287.075
1800,0.00218362,-0.0265,-0.00705833,8.69548e-10,286.046
