x_m,y_m,z_m,volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_Pa
-0.925,9.63735264432e-20,-1.366665,0.00033335,1.0720597102,0.0,-0.0801186085584,299.999922673,99999.9696388
-0.875,0.0,-1.366665,0.00033335,1.07992013611,0.0,-0.0832149899228,299.999914023,99999.9602021
-0.825,9.63735264432e-20,-1.366665,0.00033335,1.08824088352,0.0,-0.0859897234045,299.999904832,99999.9501482
-0.775,9.43364124168e-19,-1.366665,0.00033335,1.09700027916,0.0,-0.0883759836424,299.999895121,99999.9394953
-0.725,0.0,-1.366665,0.00033335,1.10616538751,0.0,-0.0903034538973,299.999884924,99999.9282749
-0.675,9.63735264432e-20,-1.366665,0.00033335,1.1156905134,0.0,-0.0917000308136,299.999874289,99999.916535
-0.625,0.0,-1.366665,0.00033335,1.12551592697,0.0,-0.0924940487933,299.999863283,99999.9043409
-0.575,0.0,-1.366665,0.00033335,1.13556696986,0.0,-0.0926170311039,299.999851987,99999.8917775
-0.525,0.0,-1.366665,0.00033335,1.14575372933,0.0,-0.0920069309717,299.999840504,99999.8789499
-0.475,0.0,-1.366665,0.00033335,1.15597147455,0.0,-0.090611752739,299.999828953,99999.8659831
-0.425,0.0,-1.366665,0.00033335,1.16610204507,0.0,-0.0883933780801,299.99981747,99999.8530213
-0.375,0.0,-1.366665,0.00033335,1.17601633675,0.0,-0.0853313140122,299.999806204,99999.8402251
-0.325,0.0,-1.366665,0.00033335,1.18557794359,0.0,-0.08142602063,299.999795316,99999.8277679
-0.275,1.79035472189e-18,-1.366665,0.00033335,1.19464790181,0.0,-0.0767014084091,299.999784967,99999.8158302
-0.225,1.79035472189e-18,-1.366665,0.00033335,1.20309029841,0.0,-0.0712060766429,299.99977532,99999.8045931
-0.175,0.0,-1.366665,0.00033335,1.21077833736,0.0,-0.065012986774,299.999766524,99999.7942308
-0.125,0.0,-1.366665,0.00033335,1.21760034015,0.0,-0.0582173953986,299.999758714,99999.7849026
-0.075,-9.43364124168e-19,-1.366665,0.00033335,1.22346507794,0.0,-0.0509331014759,299.999752001,99999.7767455
-0.025,0.0,-1.366665,0.00033335,1.22830592215,0.0,-0.0432873553147,299.999746466,99999.7698678
0.025,0.0,-1.366665,0.00033335,1.23208347834,0.0,-0.0354149106517,299.999742159,99999.7643442
0.075,-9.43364124168e-19,-1.366665,0.00033335,1.23478666855,0.0,-0.0274517287782,299.999739096,99999.7602132
0.125,0.0,-1.366665,0.00033335,1.2364317189,0.0,-0.0195289046049,299.999737263,99999.7574758
0.175,0.0,-1.366665,0.00033335,1.23706145385,0.0,-0.0117675396726,299.99973661,99999.7560983
0.225,0.0,-1.366665,0.00033335,1.23673521975,0.0,-0.00427404951222,299.999737071,99999.7560102
0.275,0.0,-1.366665,0.00033335,1.2355433577,0.0,0.00285896910831,299.999738539,99999.7571332
0.325,1.79035472189e-18,-1.366665,0.00033335,1.23356739006,0.0,0.00955282025856,299.999740921,99999.7593751
0.375,0.0,-1.366665,0.00033335,1.23090568828,0.0,0.0157545391931,299.9997441,99999.762602
0.425,0.0,-1.366665,0.00033335,1.22765474028,0.0,0.0214293923484,299.999747964,99999.7666788
0.475,1.79035472189e-18,-1.366665,0.00033335,1.22390676092,0.0,0.0265587418022,299.999752405,99999.771476
0.525,0.0,-1.366665,0.00033335,1.21974860519,0.0,0.0311384349779,299.99975732,99999.7768692
0.575,9.63735264432e-20,-1.366665,0.00033335,1.21525996181,0.0,0.0351763174353,299.999762614,99999.7827431
0.625,0.0,-1.366665,0.00033335,1.21051236508,0.0,0.0386895844287,299.999768205,99999.7889931
0.675,9.63735264432e-20,-1.366665,0.00033335,1.20556902664,0.0,0.0417023243892,299.999774016,99999.7955263
0.725,9.43364124168e-19,-1.366665,0.00033335,1.20048512167,0.0,0.0442433438241,299.999779983,99999.8022612
0.775,0.0,-1.366665,0.00033335,1.19530834722,0.0,0.0463443345876,299.999786048,99999.8091276
0.825,9.63735264432e-20,-1.366665,0.00033335,1.19007963602,0.0,0.0480384088758,299.999792163,99999.8160651
0.875,0.0,-1.366665,0.00033335,1.18483392555,0.0,0.0493589840518,299.999798287,99999.8230223
0.925,9.63735264432e-20,-1.366665,0.00033335,1.17960091133,0.0,0.0503389742873,299.999804384,99999.829956
0.975,9.43364124168e-19,-1.366665,0.00033335,1.17440574283,0.0,0.0510102354804,299.999810425,99999.8368295
1.025,0.0,-1.366665,0.00033335,1.16926964098,0.0,0.0514032088206,299.999816385,99999.8436124
1.075,9.43364124168e-19,-1.366665,0.00033335,1.1642104314,0.0,0.0515467128423,299.999822243,99999.8502794
1.125,0.0,-1.366665,0.00033335,1.15924299655,0.0,0.0514678416085,299.999827981,99999.8568094
1.175,0.0,-1.366665,0.00033335,1.1543796552,0.0,0.0511919352054,299.999833585,99999.8631853
1.225,9.43364124168e-19,-1.366665,0.00033335,1.14963048017,0.0,0.0507425966422,299.999839045,99999.8693935
1.275,0.0,-1.366665,0.00033335,1.14500356543,0.0,0.0501417370442,299.999844351,99999.8754231
1.325,0.0,-1.366665,0.00033335,1.14050525316,0.0,0.0494096363313,299.999849497,99999.8812658
1.375,0.0,-1.366665,0.00033335,1.13614032978,0.0,0.0485650112624,299.999854477,99999.8869155
1.425,0.0,-1.366665,0.00033335,1.13191219769,0.0,0.0476250861715,299.999859289,99999.8923682
1.475,9.43364124168e-19,-1.366665,0.00033335,1.12782302882,0.0,0.0466056636628,299.999863931,99999.8976217
1.525,0.0,-1.366665,0.00033335,1.12387390356,0.0,0.0455211941664,299.999868402,99999.902675
1.575,0.0,-1.366665,0.00033335,1.12006493844,0.0,0.0443848440446,299.999872703,99999.9075287
1.625,0.0,-1.366665,0.00033335,1.11639540397,0.0,0.0432085624262,299.999876836,99999.9121845
1.675,0.0,-1.366665,0.00033335,1.11286383404,0.0,0.0420031469494,299.999880804,99999.9166451
1.725,9.43364124168e-19,-1.366665,0.00033335,1.10946812739,0.0,0.0407783088054,299.999884609,99999.9209139
1.775,0.0,-1.366665,0.00033335,1.10620564183,0.0,0.0395427370919,299.999888256,99999.9249953
1.825,0.0,-1.366665,0.00033335,1.10307328115,0.0,0.0383041627293,299.999891749,99999.9288939
1.875,0.0,-1.366665,0.00033335,1.1000675748,0.0,0.0370694217442,299.999895093,99999.9326151
1.925,0.0,-1.366665,0.00033335,1.0971847506,0.0,0.0358445177706,299.999898293,99999.9361645
1.975,9.43364124168e-19,-1.366665,0.00033335,1.09442080035,0.0,0.0346346836647,299.999901353,99999.9395479
2.025,0.0,-1.366665,0.00033335,1.09177153876,0.0,0.0334444417898,299.999904281,99999.9427715
2.075,0.0,-1.366665,0.00033335,1.08923265589,0.0,0.0322776626819,299.99990708,99999.9458414
2.125,0.0,-1.366665,0.00033335,1.08679976322,0.0,0.0311376218567,299.999909757,99999.9487639
2.175,-9.63735264432e-20,-1.366665,0.00033335,1.08446843383,0.0,0.0300270544997,299.999912317,99999.9515453
2.225,0.0,-1.366665,0.00033335,1.08223423695,0.0,0.0289482077293,299.999914766,99999.9541919
2.275,0.0,-1.366665,0.00033335,1.08009276757,0.0,0.0279028902398,299.999917108,99999.9567097
2.325,0.0,-1.366665,0.00033335,1.07803967099,0.0,0.026892519296,299.999919351,99999.9591047
2.375,0.0,-1.366665,0.00033335,1.07607066322,0.0,0.025918164788,299.999921498,99999.9613831
2.425,-9.63735264432e-20,-1.366665,0.00033335,1.07418154754,0.0,0.0249805904257,299.999923554,99999.9635503
2.475,0.0,-1.366665,0.00033335,1.07236822749,0.0,0.0240802919302,299.999925525,99999.9656122
2.525,0.0,-1.366665,0.00033335,1.07062671673,0.0,0.0232175324479,299.999927416,99999.967574
2.575,0.0,-1.366665,0.00033335,1.06895314617,0.0,0.0223923749654,299.999929231,99999.969441
2.625,0.0,-1.366665,0.00033335,1.06734376881,0.0,0.0216047120204,299.999930973,99999.9712183
2.675,0.0,-1.366665,0.00033335,1.06579496244,0.0,0.020854292686,299.999932649,99999.9729107
2.725,0.0,-1.366665,0.00033335,1.06430323059,0.0,0.020140746994,299.999934261,99999.9745228
2.775,0.0,-1.366665,0.00033335,1.06286520208,0.0,0.0194636078904,299.999935813,99999.9760593
2.825,0.0,-1.366665,0.00033335,1.06147762921,0.0,0.0188223308999,299.99993731,99999.9775243
2.875,0.0,-1.366665,0.00033335,1.06013738508,0.0,0.0182163116091,299.999938755,99999.978922
2.925,0.0,-1.366665,0.00033335,1.05884145995,0.0,0.0176449011419,299.999940151,99999.9802565
2.975,0.0,-1.366665,0.00033335,1.05758695713,0.0,0.0171074197925,299.999941502,99999.9815314
3.025,0.0,-1.366665,0.00033335,1.05637108833,0.0,0.0166031689499,299.99994281,99999.9827504
3.075,0.0,-1.366665,0.00033335,1.05519116862,0.0,0.0161314414874,299.999944079,99999.9839171
3.125,0.0,-1.366665,0.00033335,1.05404461115,0.0,0.0156915307821,299.999945311,99999.9850349
3.175,0.0,-1.366665,0.00033335,1.05292892192,0.0,0.0152827385099,299.99994651,99999.9861069
3.225,0.0,-1.366665,0.00033335,1.05184169432,0.0,0.0149043813625,299.999947678,99999.9871364
3.275,0.0,-1.366665,0.00033335,1.05078060366,0.0,0.0145557968115,299.999948817,99999.9881262
3.325,0.0,-1.366665,0.00033335,1.04974340172,0.0,0.0142363480958,299.999949931,99999.9890794
3.375,0.0,-1.366665,0.00033335,1.04872791114,0.0,0.0139454284565,299.999951021,99999.9899987
3.425,0.0,-1.366665,0.00033335,1.0477320198,0.0,0.013682464796,299.999952089,99999.9908868
3.475,0.0,-1.366665,0.00033335,1.04675367431,0.0,0.0134469206894,299.999953139,99999.9917464
3.525,0.0,-1.366665,0.00033335,1.0457908765,0.0,0.013238298917,299.999954171,99999.99258
3.575,0.0,-1.366665,0.00033335,1.04484166634,0.0,0.0130561433512,299.999955188,99999.9933901
3.625,0.0,-1.366665,0.00033335,1.04390415852,0.0,0.0129000405416,299.999956193,99999.9941791
3.675,0.0,-1.366665,0.00033335,1.04297635601,0.0,0.0127696193747,299.999957187,99999.9949493
3.725,0.0,-1.366665,0.00033335,1.04205687103,0.0,0.0126645555943,299.999958171,99999.9957034
3.775,0.0,-1.366665,0.00033335,1.04114191842,0.0,0.0125845512242,299.999959151,99999.9964422
3.825,0.0,-1.366665,0.00033335,1.0402375703,0.0,0.0125294169637,299.999960118,99999.9971742
3.875,0.0,-1.366665,0.00033335,1.03930944648,0.0,0.0124987088919,299.999961109,99999.9978764
3.925,0.0,-1.366665,0.00033335,1.03848877466,0.0,0.012493261479,299.999961989,99999.9986545
3.975,0.0,-1.366665,0.00033335,1.0372275531,0.0,0.0125086037007,299.999963322,99999.9990874
-1.975,0.0,-1.3,0.0003333,1.0000817161,0.0,-0.00364278784043,299.999999912,100000.057178
-1.925,-2.6377265035e-18,-1.3,0.0003333,1.00039088106,0.0,-0.00729601134933,299.999999585,100000.056988
-1.875,0.0,-1.3,0.0003333,1.00096410955,0.0,-0.0109727937772,299.999998982,100000.056461
-1.825,-2.6377265035e-18,-1.3,0.0003333,1.00177095286,0.0,-0.0146844173422,299.999998132,100000.055658
-1.775,-2.6377265035e-18,-1.3,0.0003333,1.0028149254,0.0,-0.0184410017374,299.999997031,100000.054586
-1.725,0.0,-1.3,0.0003333,1.00410818643,0.0,-0.0222521860271,299.999995665,100000.053227
-1.675,-2.6377265035e-18,-1.3,0.0003333,1.00566141297,0.0,-0.0261266717322,299.999994022,100000.051568
-1.625,0.0,-1.3,0.0003333,1.00748656285,0.0,-0.030071866944,299.999992088,100000.049594
-1.575,-2.6377265035e-18,-1.3,0.0003333,1.00959787517,0.0,-0.0340936123502,299.999989845,100000.047286
-1.525,-2.6377265035e-18,-1.3,0.0003333,1.01201154776,0.0,-0.0381958548485,299.999987275,100000.044625
-1.475,0.0,-1.3,0.0003333,1.01474558837,0.0,-0.0423802666045,299.999984356,100000.041586
-1.425,-2.6377265035e-18,-1.3,0.0003333,1.01781975885,0.0,-0.0466458197441,299.999981065,100000.038144
-1.375,0.0,-1.3,0.0003333,1.02125544534,0.0,-0.0509883140716,299.999977376,100000.03427
-1.325,-2.6377265035e-18,-1.3,0.0003333,1.02507544918,0.0,-0.0553998561979,299.999973261,100000.029934
-1.275,-2.6377265035e-18,-1.3,0.0003333,1.02930369615,0.0,-0.059868292999,299.999968692,100000.025103
-1.225,0.0,-1.3,0.0003333,1.03396484199,0.0,-0.0643766061104,299.999963639,100000.019744
-1.175,-2.6377265035e-18,-1.3,0.0003333,1.03908375009,0.0,-0.0689022792077,299.99995807,100000.013821
-1.125,0.0,-1.3,0.0003333,1.04468481669,0.0,-0.0734166562688,299.999951956,100000.007299
-1.075,-2.6377265035e-18,-1.3,0.0003333,1.05079111864,0.0,-0.0778843174198,299.999945267,100000.000144
-1.025,-2.6377265035e-18,-1.3,0.0003333,1.05742335912,0.0,-0.0822625087762,299.999937976,99999.9923232
-0.975,0.0,-1.3,0.0003333,1.06459859043,0.0,-0.0865006745724,299.999930061,99999.9838096
-0.925,9.43491185463e-19,-1.3,0.0003333,1.07232869943,0.0,-0.090540153232,299.999921504,99999.9745801
-0.875,0.0,-1.3,0.0003333,1.08061865302,0.0,-0.0943141133223,299.999912295,99999.9646198
-0.825,9.43491185463e-19,-1.3,0.0003333,1.08946451836,0.0,-0.0977478193814,299.999902436,99999.9539246
-0.775,0.0,-1.3,0.0003333,1.09885129728,0.0,-0.100759329784,299.99989194,99999.9425033
-0.725,0.0,-1.3,0.0003333,1.10875064809,0.0,-0.103260736393,299.999880835,99999.930381
-0.675,9.43491185463e-19,-1.3,0.0003333,1.11911860869,0.0,-0.105160053737,299.99986917,99999.917602
-0.625,0.0,-1.3,0.0003333,1.12989348774,0.0,-0.10636385319,299.999857011,99999.9042328
-0.575,9.63735264432e-20,-1.3,0.0003333,1.14099413968,0.0,-0.106780697069,299.99984445,99999.8903646
-0.525,0.0,-1.3,0.0003333,1.15231890278,0.0,-0.106325382641,299.999831603,99999.876115
-0.475,4.52470887443e-18,-1.3,0.0003333,1.1637455056,0.0,-0.104923885921,299.999818609,99999.8616288
-0.425,9.43491185463e-19,-1.3,0.0003333,1.17513227974,0.0,-0.102518827855,299.999805633,99999.8470773
-0.375,0.0,-1.3,0.0003333,1.18632096996,0.0,-0.0990750542022,299.999792859,99999.8326554
-0.325,9.43491185463e-19,-1.3,0.0003333,1.19714131916,0.0,-0.0945848655081,299.999780485,99999.818577
-0.275,-3.58121768897e-18,-1.3,0.0003333,1.20741747065,0.0,-0.0890722350455,299.999768719,99999.8050681
-0.225,3.58121768897e-18,-1.3,0.0003333,1.21697586784,0.0,-0.0825952567163,299.999757765,99999.7923571
-0.175,0.0,-1.3,0.0003333,1.22565403489,0.0,-0.075246321283,299.999747817,99999.7806647
-0.125,0.0,-1.3,0.0003333,1.23330940232,0.0,-0.0671496190187,299.999739043,99999.7701924
-0.075,9.63735264432e-20,-1.3,0.0003333,1.23982709039,0.0,-0.058455988759,299.999731584,99999.7611113
-0.025,0.0,-1.3,0.0003333,1.24512573981,0.0,-0.0493357351677,299.999725536,99999.753554
0.025,0.0,-1.3,0.0003333,1.24916091407,0.0,-0.0399701123647,299.999720955,99999.7476078
0.075,9.63735264432e-20,-1.3,0.0003333,1.25192588445,0.0,-0.0305419860358,299.999717853,99999.743312
0.125,0.0,-1.3,0.0003333,1.25344918561,0.0,-0.0212265690016,299.999716199,99999.740658
0.175,0.0,-1.3,0.0003333,1.25379167437,0.0,-0.0121822453971,299.999715924,99999.7395943
0.225,-3.58121768897e-18,-1.3,0.0003333,1.25303011248,0.0,-0.00354435198614,299.99971694,99999.7400274
0.275,4.52470887443e-18,-1.3,0.0003333,1.25128353285,0.0,0.00458731929528,299.999719108,99999.7418651
0.325,-3.58121768897e-18,-1.3,0.0003333,1.24865002852,0.0,0.0121355435098,299.999722315,99999.7449825
0.375,0.0,-1.3,0.0003333,1.2452579954,0.0,0.0190531718243,299.999726408,99999.7491959
0.425,9.43491185463e-19,-1.3,0.0003333,1.24122796878,0.0,0.0253163617544,299.999731246,99999.7543349
0.475,-3.58121768897e-18,-1.3,0.0003333,1.23667436587,0.0,0.030920490671,299.999736693,99999.7602379
0.525,0.0,-1.3,0.0003333,1.23170405585,0.0,0.0358766241481,299.999742621,99999.7667515
0.575,9.43491185463e-19,-1.3,0.0003333,1.22641356212,0.0,0.0402075324059,299.999748915,99999.7737353
0.625,0.0,-1.3,0.0003333,1.22088786535,0.0,0.0439440624971,299.999755475,99999.7810649
0.675,9.43491185463e-19,-1.3,0.0003333,1.2152003692,0.0,0.0471221626574,299.999762211,99999.7886324
0.725,0.0,-1.3,0.0003333,1.20941347085,0.0,0.0497805467533,299.999769051,99999.7963457
0.775,0.0,-1.3,0.0003333,1.20357951901,0.0,0.0519589421097,299.999775932,99999.8041277
0.825,9.43491185463e-19,-1.3,0.0003333,1.19774198316,0.0,0.0536968444125,299.999782802,99999.8119143
0.875,0.0,-1.3,0.0003333,1.19193667502,0.0,0.0550326855311,299.99978962,99999.8196528
0.925,9.43491185463e-19,-1.3,0.0003333,1.18619291335,0.0,0.0560033174496,299.99979635,99999.8273004
0.975,0.0,-1.3,0.0003333,1.18053457109,0.0,0.0566437260849,299.999802966,99999.8348225
1.025,0.0,-1.3,0.0003333,1.17498097812,0.0,0.0569869028124,299.999809444,99999.842191
1.075,-2.6377265035e-18,-1.3,0.0003333,1.16954767614,0.0,0.0570638178068,299.999815767,99999.8493839
1.125,0.0,-1.3,0.0003333,1.16424703657,0.0,0.0569034537625,299.999821921,99999.8563837
1.175,-2.6377265035e-18,-1.3,0.0003333,1.15908875935,0.0,0.0565328712994,299.999827895,99999.8631768
1.225,-2.6377265035e-18,-1.3,0.0003333,1.15408027387,0.0,0.0559772875069,299.999833682,99999.8697532
1.275,0.0,-1.3,0.0003333,1.14922706177,0.0,0.0552601565584,299.999839276,99999.8761056
1.325,-2.6377265035e-18,-1.3,0.0003333,1.14453292021,0.0,0.0544032469693,299.999844673,99999.8822292
1.375,0.0,-1.3,0.0003333,1.1400001801,0.0,0.0534267132649,299.999849871,99999.8881212
1.425,-2.6377265035e-18,-1.3,0.0003333,1.13562989121,0.0,0.0523491622762,299.999854871,99999.8937808
1.475,-2.6377265035e-18,-1.3,0.0003333,1.13142198304,0.0,0.0511877152534,299.999859672,99999.8992087
1.525,0.0,-1.3,0.0003333,1.12737540744,0.0,0.0499580674291,299.999864278,99999.9044069
1.575,-2.6377265035e-18,-1.3,0.0003333,1.12348826782,0.0,0.0486745465667,299.999868692,99999.9093787
1.625,0.0,-1.3,0.0003333,1.11975793712,0.0,0.0473501718374,299.999872916,99999.9141284
1.675,-2.6377265035e-18,-1.3,0.0003333,1.1161811666,0.0,0.0459967138971,299.999876957,99999.9186611
1.725,-2.6377265035e-18,-1.3,0.0003333,1.11275418624,0.0,0.0446247566949,299.999880819,99999.9229824
1.775,0.0,-1.3,0.0003333,1.1094727971,0.0,0.043243761216,299.999884508,99999.9270988
1.825,-2.6377265035e-18,-1.3,0.0003333,1.10633245618,0.0,0.0418621307476,299.999888031,99999.931017
1.875,0.0,-1.3,0.0003333,1.10332835355,0.0,0.0404872775133,299.999891392,99999.9347441
1.925,-2.6377265035e-18,-1.3,0.0003333,1.10045548219,0.0,0.0391256899766,299.999894599,99999.9382874
1.975,-2.6377265035e-18,-1.3,0.0003333,1.09770870035,0.0,0.0377830002389,299.999897659,99999.9416543
2.025,0.0,-1.3,0.0003333,1.0950827867,0.0,0.0364640510708,299.999900578,99999.9448524
2.075,-9.43491185463e-19,-1.3,0.0003333,1.09257248871,0.0,0.0351729616479,299.999903362,99999.9478891
2.125,0.0,-1.3,0.0003333,1.09017256432,0.0,0.0339131916864,299.999906019,99999.9507718
2.175,0.0,-1.3,0.0003333,1.08787781754,0.0,0.0326876034098,299.999908554,99999.953508
2.225,0.0,-1.3,0.0003333,1.08568312826,0.0,0.0314985208741,299.999910974,99999.9561047
2.275,0.0,-1.3,0.0003333,1.08358347684,0.0,0.0303477864114,299.999913285,99999.9585689
2.325,-9.43491185463e-19,-1.3,0.0003333,1.08157396378,0.0,0.0292368139257,299.999915493,99999.9609075
2.375,0.0,-1.3,0.0003333,1.07964982529,0.0,0.0281666388437,299.999917603,99999.963127
2.425,0.0,-1.3,0.0003333,1.07780644474,0.0,0.0271379647403,299.999919622,99999.9652338
2.475,0.0,-1.3,0.0003333,1.07603936092,0.0,0.0261512064007,299.999921555,99999.967234
2.525,0.0,-1.3,0.0003333,1.0743442734,0.0,0.0252065295847,299.999923406,99999.9691333
2.575,-9.43491185463e-19,-1.3,0.0003333,1.07271704504,0.0,0.0243038873293,299.999925181,99999.9709375
2.625,0.0,-1.3,0.0003333,1.07115370261,0.0,0.0234430530549,299.999926885,99999.9726519
2.675,-9.43491185463e-19,-1.3,0.0003333,1.06965043542,0.0,0.0226236505004,299.999928521,99999.9742816
2.725,0.0,-1.3,0.0003333,1.06820359245,0.0,0.0218451806889,299.999930094,99999.9758315
2.775,9.43491185463e-19,-1.3,0.0003333,1.06680967827,0.0,0.0211070460463,299.999931608,99999.9773063
2.825,-9.43491185463e-19,-1.3,0.0003333,1.06546534787,0.0,0.0204085718278,299.999933067,99999.9787104
2.875,0.0,-1.3,0.0003333,1.06416740089,0.0,0.0197490251125,299.999934475,99999.9800481
2.925,-9.43491185463e-19,-1.3,0.0003333,1.06291277515,0.0,0.0191276314538,299.999935835,99999.9813235
2.975,0.0,-1.3,0.0003333,1.06169853992,0.0,0.0185435894513,299.99993715,99999.9825404
3.025,9.43491185463e-19,-1.3,0.0003333,1.06052188878,0.0,0.0179960833881,299.999938424,99999.9837025
3.075,-9.43491185463e-19,-1.3,0.0003333,1.05938013263,0.0,0.0174842941504,299.99993966,99999.9848134
3.125,0.0,-1.3,0.0003333,1.05827069261,0.0,0.017007408594,299.99994086,99999.9858764
3.175,-9.43491185463e-19,-1.3,0.0003333,1.05719109302,0.0,0.0165646276101,299.999942027,99999.9868948
3.225,0.0,-1.3,0.0003333,1.05613895465,0.0,0.0161551730241,299.999943164,99999.9878717
3.275,9.43491185463e-19,-1.3,0.0003333,1.05511198815,0.0,0.0157782934552,299.999944274,99999.98881
3.325,-9.43491185463e-19,-1.3,0.0003333,1.05410798758,0.0,0.0154332694346,299.999945358,99999.9897127
3.375,0.0,-1.3,0.0003333,1.05312482409,0.0,0.015119417718,299.99994642,99999.9905825
3.425,-9.43491185463e-19,-1.3,0.0003333,1.05216043992,0.0,0.0148360951189,299.999947461,99999.991422
3.475,0.0,-1.3,0.0003333,1.05121284166,0.0,0.0145827017451,299.999948484,99999.9922339
3.525,9.43491185463e-19,-1.3,0.0003333,1.05028009688,0.0,0.0143586837477,299.99994949,99999.9930205
3.575,-9.43491185463e-19,-1.3,0.0003333,1.04936031813,0.0,0.0141635355219,299.999950483,99999.9937844
3.625,0.0,-1.3,0.0003333,1.04845170016,0.0,0.0139968017101,299.999951462,99999.9945278
3.675,-9.43491185463e-19,-1.3,0.0003333,1.04755234121,0.0,0.013858076935,299.999952432,99999.995253
3.725,0.0,-1.3,0.0003333,1.04666095164,0.0,0.0137470115563,299.999953392,99999.9959624
3.775,9.43491185463e-19,-1.3,0.0003333,1.04577393683,0.0,0.0136632880374,299.999954347,99999.9966569
3.825,-9.43491185463e-19,-1.3,0.0003333,1.04489733269,0.0,0.0136067172876,299.999955291,99999.9973444
3.875,0.0,-1.3,0.0003333,1.04399798103,0.0,0.0135768213446,299.999956257,99999.9980025
3.925,-9.43491185463e-19,-1.3,0.0003333,1.04320338902,0.0,0.0135745886126,299.999957115,99999.9987337
3.975,0.0,-1.3,0.0003333,1.04198396491,0.0,0.0135949968402,299.999958411,99999.9991277
-1.975,0.0,-1.233335,0.00033335,1.00007605435,0.0,-0.0039355385223,299.999999917,100000.06304
-1.925,0.0,-1.233335,0.00033335,1.00036384683,0.0,-0.00788351037135,299.999999608,100000.062864
-1.875,0.0,-1.233335,0.00033335,1.00089786173,0.0,-0.0118603775144,299.999999038,100000.062373
-1.825,0.0,-1.233335,0.00033335,1.00165070667,0.0,-0.0158801883148,299.999998234,100000.061624
-1.775,9.43364124168e-19,-1.233335,0.00033335,1.00262701951,0.0,-0.0199557139212,299.99999719,100000.060622
-1.725,0.0,-1.233335,0.00033335,1.0038398929,0.0,-0.0240993560504,299.999995891,100000.059348
-1.675,0.0,-1.233335,0.00033335,1.00530151439,0.0,-0.028322629892,299.999994322,100000.057788
-1.625,0.0,-1.233335,0.00033335,1.00702579042,0.0,-0.032635779684,299.999992469,100000.055923
-1.575,0.0,-1.233335,0.00033335,1.00902932555,0.0,-0.0370474958219,299.999990311,100000.053733
-1.525,9.43364124168e-19,-1.233335,0.00033335,1.01133118092,0.0,-0.0415645638843,299.999987825,100000.051195
-1.475,0.0,-1.233335,0.00033335,1.01395280119,0.0,-0.0461914423117,299.999984987,100000.04828
-1.425,0.0,-1.233335,0.00033335,1.01691802998,0.0,-0.0509297790271,299.999981768,100000.044957
-1.375,0.0,-1.233335,0.00033335,1.02025305636,0.0,-0.0557778604963,299.999978138,100000.041193
-1.325,0.0,-1.233335,0.00033335,1.023986283,0.0,-0.060729987026,299.999974062,100000.03695
-1.275,9.43364124168e-19,-1.233335,0.00033335,1.02814810801,0.0,-0.0657757732198,299.999969504,100000.032188
-1.225,0.0,-1.233335,0.00033335,1.03277059266,0.0,-0.0708993756943,299.999964426,100000.026864
-1.175,9.43364124168e-19,-1.233335,0.00033335,1.03788698179,0.0,-0.0760786559595,299.999958788,100000.020932
-1.125,0.0,-1.233335,0.00033335,1.04353104226,0.0,-0.0812842935919,299.999952548,100000.014345
-1.075,0.0,-1.233335,0.00033335,1.04973618021,0.0,-0.0864788747736,299.999945666,100000.007057
-1.025,9.43364124168e-19,-1.233335,0.00033335,1.05653429597,0.0,-0.0916159940989,299.999938102,99999.999022
-0.975,0.0,-1.233335,0.00033335,1.06395433595,0.0,-0.0966394236044,299.99992982,99999.9901962
-0.925,9.63735264432e-20,-1.233335,0.00033335,1.07202050445,0.0,-0.101482422349,299.999920789,99999.9805417
-0.875,0.0,-1.233335,0.00033335,1.08075010886,0.0,-0.106067282267,299.999910985,99999.9700279
-0.825,9.63735264432e-20,-1.233335,0.00033335,1.09015102921,0.0,-0.110305231174,299.999900396,99999.9586354
-0.775,9.43364124168e-19,-1.233335,0.00033335,1.10021883147,0.0,-0.114096838065,299.999889024,99999.9463592
-0.725,0.0,-1.233335,0.00033335,1.11093358713,0.0,-0.117333089555,299.999876888,99999.9332131
-0.675,9.63735264432e-20,-1.233335,0.00033335,1.122256516,0.0,-0.119897316819,299.999864031,99999.9192337
-0.625,0.0,-1.233335,0.00033335,1.1341266519,0.0,-0.121668159318,299.999850519,99999.9044852
-0.575,0.0,-1.233335,0.00033335,1.1464578036,0.0,-0.122523702382,299.999836452,99999.8890634
-0.525,0.0,-1.233335,0.00033335,1.1591362173,0.0,-0.122346909312,299.999821959,99999.8730989
-0.475,0.0,-1.233335,0.00033335,1.17201938398,0.0,-0.121032243366,299.999807206,99999.8567592
-0.425,0.0,-1.233335,0.00033335,1.18493658373,0.0,-0.118493399068,299.999792391,99999.8402495
-0.375,0.0,-1.233335,0.00033335,1.19769169405,0.0,-0.114671483957,299.999777744,99999.8238093
-0.325,0.0,-1.233335,0.00033335,1.21006866927,0.0,-0.109543127682,299.999763519,99999.807708
-0.275,1.79035472189e-18,-1.233335,0.00033335,1.22184003792,0.0,-0.103127371047,299.999749984,99999.7922351
-0.225,1.79035472189e-18,-1.233335,0.00033335,1.23277796285,0.0,-0.0954899111684,299.999737412,99999.7776881
-0.175,0.0,-1.233335,0.00033335,1.24266698556,0.0,-0.0867439704841,299.999726056,99999.7643573
