cell_id,x_m,y_m,z_m,volume_m3,UMean_x,UMean_y,UMean_z,translationalT,internalT,overallT,p,rhoNMean,rhoMMean,dsmcRhoNMean,momentumMean_x,momentumMean_y,momentumMean_z,linearKEMean,internalEMean,iDofMean
908,-0.0075,0.0275,-0.0275,1.25e-07,1945.918605,-4.585150015,6.267978646,300.8254945,304.365658,302.2415599,0.4130088446,9.944e+19,4.7680112e-06,12.43,0.009278161702,-2.186204663e-05,2.988579239e-05,9.646930786,0.4178692,1.9888e+20
909,-0.0025,0.0275,-0.0275,1.25e-07,1948.309778,-7.429244602,0.8657939771,297.5892898,303.8914059,300.1101362,0.4085329303,9.9432e+19,4.76541488e-06,12.429,0.009284504405,-3.540343277e-05,4.125867502e-06,9.657478048,0.4171845253,1.98864e+20
910,0.0025,0.0275,-0.0275,1.25e-07,1950.159342,-3.250382888,-4.732022975,296.7227794,303.2585069,299.3370704,0.4050164508,9.8864e+19,4.73413056e-06,12.358,0.009232308936,-1.538773696e-05,-2.240201458e-05,9.609839445,0.4139374954,1.97728e+20
911,0.0075,0.0275,-0.0275,1.25e-07,1948.454468,-2.084347096,-2.291838524,298.4771493,301.5144893,299.6920853,0.4063561489,9.8608e+19,4.72381536e-06,12.326,0.009204139144,-9.846070828e-06,-1.082622202e-05,9.576479911,0.4104912788,1.97216e+20
912,0.0125,0.0275,-0.0275,1.25e-07,1950.399416,0.3063242148,-5.202497603,301.1023011,302.6679919,301.7285774,0.4146859141,9.9752e+19,4.78098336e-06,12.469,0.009324827154,1.464530974e-06,-2.487305447e-05,9.715662516,0.4168422242,1.99504e+20
913,0.0175,0.0275,-0.0275,1.25e-07,1951.085324,-1.539890945,-5.302409098,299.8808632,302.4948073,300.9264408,0.4132686976,9.9816e+19,4.78877872e-06,12.477,0.009343315879,-7.374196986e-06,-2.539206385e-05,9.734779287,0.4168709991,1.99632e+20
914,0.0225,0.0275,-0.0275,1.25e-07,1950.539402,1.479541792,-3.479073913,300.3733915,303.7896499,301.7398948,0.4122886135,9.9416e+19,4.77102608e-06,12.427,0.009306074355,7.058932478e-06,-1.659875237e-05,9.694399368,0.4169777254,1.98832e+20
915,0.0275,0.0275,-0.0275,1.25e-07,1954.045881,3.380401872,-5.567610159,294.7633869,301.3675933,297.4050694,0.3999001565,9.8264e+19,4.71925872e-06,12.283,0.009221648064,1.595299101e-05,-2.627499279e-05,9.609712051,0.4088599638,1.96528e+20
916,0.0325,0.0275,-0.0275,1.25e-07,1953.636174,3.208474446,-6.613755967,296.6926674,300.5723792,298.2445521,0.4115621788,1.00472e+20,4.82426096e-06,12.559,0.009424850725,1.547851801e-05,-3.190648471e-05,9.823838267,0.4169439857,2.00944e+20
917,0.0375,0.0275,-0.0275,1.25e-07,1955.234445,1.152827518,-4.337459379,298.1851823,298.6130307,298.3563217,0.4126115562,1.00224e+20,4.8108224e-06,12.528,0.009406285666,5.546048446e-06,-2.086674674e-05,9.814712653,0.4132035883,2.00448e+20
918,0.0425,0.0275,-0.0275,1.25e-07,1960.449386,-0.5145111423,-5.862073249,296.9245276,301.2878388,298.6698521,0.4068332377,9.924e+19,4.76469568e-06,12.405,0.00934094472,-2.451489017e-06,-2.793099509e-05,9.766557025,0.4128116594,1.9848e+20
919,0.0475,0.0275,-0.0275,1.25e-07,1955.054624,0.4821103326,-3.553715641,300.2604305,302.2988729,301.0758075,0.4140239336,9.9872e+19,4.79424256e-06,12.484,0.009373006087,2.311353875e-06,-1.703737477e-05,9.783436177,0.4168347066,1.99744e+20
920,-0.0475,0.0325,-0.0275,1.25e-07,1945.61944,-1.447871531,-10.40359921,293.1038855,298.9427827,295.4394444,0.4100803225,1.01336e+20,4.86554912e-06,12.667,0.009466506956,-7.044690055e-06,-5.061922297e-05,9.824498878,0.4182494972,2.02672e+20
921,-0.0425,0.0325,-0.0275,1.25e-07,1944.721013,1.878655388,-9.013685519,295.8421557,297.2455752,296.4035235,0.4148590385,1.01568e+20,4.87713152e-06,12.696,0.009484660148,9.162449406e-06,-4.396092975e-05,9.845004232,0.4168270516,2.03136e+20
922,-0.0375,0.0325,-0.0275,1.25e-07,1946.838374,6.446430976,-2.305850236,297.4036151,298.9863575,298.0367121,0.4145521601,1.0096e+20,4.84684704e-06,12.62,0.009436027812,3.124486489e-05,-1.117610339e-05,9.807152356,0.4167583514,2.0192e+20
923,-0.0325,0.0325,-0.0275,1.25e-07,1946.223593,5.978257847,-1.629246764,296.17125,299.2172198,297.3896379,0.4168907368,1.01952e+20,4.89218064e-06,12.744,0.009521277384,2.92467173e-05,-7.970569476e-06,9.890697363,0.4211782448,2.03904e+20
924,-0.0275,0.0325,-0.0275,1.25e-07,1949.651635,4.595939196,-2.724540022,301.3080155,300.5294962,300.9966078,0.4227567664,1.01624e+20,4.87544576e-06,12.703,0.009505420799,2.240725227e-05,-1.32833471e-05,9.900334338,0.421664448,2.03248e+20
925,-0.0225,0.0325,-0.0275,1.25e-07,1946.152155,3.150115639,-7.07261444,302.4166529,298.290258,300.7660949,0.4226087355,1.01216e+20,4.8540376e-06,12.652,0.009446695735,1.529077976e-05,-3.433073642e-05,9.826412221,0.4168423515,2.02432e+20
926,-0.0175,0.0325,-0.0275,1.25e-07,1950.215376,4.402198245,-10.18796219,296.2256046,295.1204273,295.7835337,0.4094092242,1.00104e+20,4.80037008e-06,12.513,0.009361755542,2.113218074e-05,-4.890598885e-05,9.74312928,0.4078817743,2.00208e+20
927,-0.0125,0.0325,-0.0275,1.25e-07,1948.88551,2.890068162,-6.76398832,292.3724845,297.1707757,294.291801,0.40066081,9.9256e+19,4.758396e-06,12.407,0.009273569016,1.375208878e-05,-3.218573497e-05,9.63768208,0.4072362826,1.98512e+20
928,-0.0075,0.0325,-0.0275,1.25e-07,1944.082208,3.478305462,-3.954724416,289.8051908,300.5707893,294.1114302,0.4015279575,1.00352e+20,4.81672144e-06,12.544,0.009364102452,1.675402849e-05,-1.904880589e-05,9.704651226,0.4164438007,2.00704e+20
929,-0.0025,0.0325,-0.0275,1.25e-07,1942.629299,1.599722121,-2.13628578,293.0753053,301.367675,296.3922532,0.4075477881,1.0072e+20,4.83648144e-06,12.59,0.009395490551,7.737026349e-06,-1.033210653e-05,9.73731652,0.41907908,2.0144e+20
930,0.0025,0.0325,-0.0275,1.25e-07,1940.928381,0.5912600723,-2.160730622,293.7616745,299.7109906,296.1414009,0.4083075673,1.00672e+20,4.8353616e-06,12.584,0.009385090563,2.858956249e-06,-1.044791388e-05,9.7203678,0.4165766882,2.01344e+20
931,0.0075,0.0325,-0.0275,1.25e-07,1944.451211,2.973070799,-1.496913268,296.6515142,298.7068573,297.4736514,0.4173701623,1.01904e+20,4.89519168e-06,12.738,0.00951846139,1.455375144e-05,-7.327677376e-06,9.880174251,0.4202619018,2.03808e+20
932,0.0125,0.0325,-0.0275,1.25e-07,1945.186382,1.899247861,2.585654591,294.5423196,294.7571706,294.62826,0.4132314769,1.01616e+20,4.88248816e-06,12.702,0.009497349478,9.273055194e-06,1.262442793e-05,9.856929776,0.4135329045,2.03232e+20
933,0.0175,0.0325,-0.0275,1.25e-07,1946.469086,6.492030557,3.292318584,292.3135278,297.8301657,294.5201829,0.4128489303,1.02296e+20,4.91760352e-06,12.787,0.009571963231,3.192523232e-05,1.619031746e-05,9.935168939,0.4206403524,2.04592e+20
934,0.0225,0.0325,-0.0275,1.25e-07,1946.894798,2.594720753,1.353864902,296.398577,297.6969415,296.9179228,0.4145589592,1.01304e+20,4.86670912e-06,12.663,0.009474970669,1.262775115e-05,6.588866666e-06,9.845244834,0.4163749216,2.02608e+20
935,0.0275,0.0325,-0.0275,1.25e-07,1949.724189,-2.408521096,1.036895556,298.3894564,295.6970787,297.3125053,0.4201778733,1.01992e+20,4.90039584e-06,12.749,0.009554420305,-1.180270676e-05,5.081198668e-06,9.944525848,0.4163865948,2.03984e+20
936,0.0325,0.0325,-0.0275,1.25e-07,1947.656792,-0.7739578665,-0.9165073033,298.9900921,292.8351189,296.5281028,0.4184808079,1.01376e+20,4.8720696e-06,12.672,0.009489119449,-3.770776593e-06,-4.46528737e-06,9.868498692,0.4098660136,2.02752e+20
937,0.0375,0.0325,-0.0275,1.25e-07,1949.955354,-1.33766592,-8.77444785,294.014817,295.9112537,294.7733917,0.4077501305,1.00448e+20,4.82536928e-06,12.556,0.009409254661,-6.454732037e-06,-4.23399511e-05,9.785628518,0.4103801758,2.00896e+20
938,0.0425,0.0325,-0.0275,1.25e-07,1945.362758,1.563657309,-7.893228758,290.3843316,291.4120096,290.7954028,0.4100921571,1.02288e+20,4.91198848e-06,12.786,0.009555599457,7.680666688e-06,-3.877144873e-05,9.909850915,0.4115434842,2.04576e+20
939,0.0475,0.0325,-0.0275,1.25e-07,1946.210864,0.4109093619,-9.872610064,291.0465772,297.4552461,293.6100448,0.4118953666,1.02504e+20,4.9221384e-06,12.813,0.009579519229,2.022552749e-06,-4.85943531e-05,9.939965541,0.4209650525,2.05008e+20
940,-0.0475,0.0375,-0.0275,1.25e-07,1947.85742,-0.2033442002,4.732191219,299.0141842,297.5208848,298.4168644,0.4196044099,1.0164e+20,4.8764016e-06,12.705,0.009498535038,-9.915879834e-07,2.307606483e-05,9.880357291,0.4175088738,2.0328e+20
941,-0.0425,0.0375,-0.0275,1.25e-07,1947.696317,-2.402134978,2.841663501,298.8342474,295.094062,297.3381733,0.419549947,1.01688e+20,4.87709776e-06,12.711,0.009499105346,-1.171544712e-05,1.38590707e-05,9.880044933,0.4142988936,2.03376e+20
942,-0.0375,0.0375,-0.0275,1.25e-07,1949.300909,-2.930638969,-0.1990143172,298.6954567,297.2678419,298.1244108,0.4174745749,1.01232e+20,4.86330816e-06,12.654,0.009480051017,-1.425260041e-05,-9.67867953e-07,9.865968875,0.4154792554,2.02464e+20
943,-0.0325,0.0375,-0.0275,1.25e-07,1950.697843,5.274423475,-3.079085171,297.8602327,296.0683597,297.1434835,0.4142345628,1.00728e+20,4.83733008e-06,12.591,0.009436169353,2.551412733e-05,-1.489455132e-05,9.824999663,0.411742603,2.01456e+20
944,-0.0275,0.0375,-0.0275,1.25e-07,1947.906914,3.890333101,-3.039556043,300.9062359,297.2081558,299.4270039,0.4209300844,1.0132e+20,4.86649984e-06,12.665,0.009479488685,1.893230541e-05,-1.4791999e-05,9.864035208,0.4157569341,2.0264e+20
945,-0.0225,0.0375,-0.0275,1.25e-07,1945.71245,6.240645926,0.09684797758,303.6748149,297.776316,301.3154153,0.4253731844,1.01456e+20,4.87663696e-06,12.682,0.009488533247,3.043336458e-05,4.72292427e-07,9.869133396,0.4171108488,2.02912e+20
946,-0.0175,0.0375,-0.0275,1.25e-07,1943.015264,5.441231749,-3.663729063,300.6472428,295.842945,298.7255237,0.4199700579,1.01176e+20,4.85943312e-06,12.647,0.009441952726,2.644130177e-05,-1.780364635e-05,9.802988772,0.4132589994,2.02352e+20
947,-0.0125,0.0375,-0.0275,1.25e-07,1943.819488,-0.6667331692,-5.708066495,300.7077164,297.7000108,299.5046341,0.4148067572,9.9912e+19,4.79377232e-06,12.489,0.009318228057,-3.196167011e-06,-2.736317116e-05,9.678765943,0.4106578227,1.99824e+20
948,-0.0075,0.0375,-0.0275,1.25e-07,1947.548385,-5.726743755,-5.849641474,300.0600896,296.0673279,298.4629849,0.4131842689,9.9736e+19,4.78696528e-06,12.467,0.0093228465,-2.741372352e-05,-2.800203064e-05,9.698284122,0.4076862158,1.99472e+20
949,-0.0025,0.0375,-0.0275,1.25e-07,1950.552727,-3.622189448,-8.911436209,298.6559076,295.6470792,297.4523762,0.4069623746,9.8696e+19,4.73325632e-06,12.337,0.009232466024,-1.71447511e-05,-4.218011176e-05,9.614868447,0.4028624057,1.97392e+20
950,0.0025,0.0375,-0.0275,1.25e-07,1947.836753,2.178332632,-2.706539496,298.790783,297.3439387,298.2120453,0.4073111723,9.8736e+19,4.73511632e-06,12.342,0.009223233598,1.03146584e-05,-1.281577934e-05,9.593672028,0.4053388361,1.97472e+20
951,0.0075,0.0375,-0.0275,1.25e-07,1953.254237,3.158611027,0.5937144468,297.4825182,298.1108448,297.7338488,0.4035891527,9.8264e+19,4.71470416e-06,12.283,0.009209015875,1.489191655e-05,2.799187972e-06,9.599182716,0.4044415922,1.96528e+20
952,0.0125,0.0375,-0.0275,1.25e-07,1952.093631,2.486787884,-0.8844694854,297.2629053,298.3506063,297.6979857,0.4024703759,9.8064e+19,4.70715184e-06,12.258,0.009188801128,1.170568816e-05,-4.163332166e-06,9.572422041,0.4039430367,1.96128e+20
953,0.0175,0.0375,-0.0275,1.25e-07,1946.785169,1.88059521,-5.244049615,299.5520182,296.1756389,298.2014665,0.4135764939,1e+20,4.80575536e-06,12.5,0.009355773259,9.037680509e-06,-2.520161954e-05,9.727279629,0.4089148959,2e+20
954,0.0225,0.0375,-0.0275,1.25e-07,1947.344511,-1.740825045,0.7819236181,301.3341317,294.4850509,298.5944993,0.4241247276,1.01944e+20,4.89758128e-06,12.743,0.009537278025,-8.525832153e-06,3.829534475e-06,9.922379018,0.4144847159,2.03888e+20
955,0.0275,0.0375,-0.0275,1.25e-07,1947.361078,-0.8069285778,4.645516214,299.4593327,296.4014146,298.2361655,0.4210229048,1.01832e+20,4.89163184e-06,12.729,0.009525773454,-3.947197524e-06,2.272415503e-05,9.906648964,0.4167236446,2.03664e+20
956,0.0325,0.0375,-0.0275,1.25e-07,1945.776025,0.0192481612,6.24419437,298.7605142,296.278714,297.7677941,0.4180604835,1.01352e+20,4.8648632e-06,12.669,0.009465934179,9.363967109e-08,3.03771514e-05,9.836479457,0.4145876599,2.02704e+20
957,0.0375,0.0375,-0.0275,1.25e-07,1945.991807,-4.516617107,5.123833823,298.7851898,296.6992616,297.9508185,0.4179960082,1.01328e+20,4.86448864e-06,12.666,0.009466255038,-2.197103261e-05,2.492483143e-05,9.837734858,0.415077826,2.02656e+20
958,0.0425,0.0375,-0.0275,1.25e-07,1946.258407,-5.868349011,-1.298487236,296.7578386,295.1154427,296.1008803,0.4118164697,1.00512e+20,4.82347296e-06,12.564,0.009387724801,-2.830582277e-05,-6.263218071e-06,9.753280985,0.4095372858,2.01024e+20
959,0.0475,0.0375,-0.0275,1.25e-07,1945.586631,-5.142029634,1.293119337,299.5114532,296.6642395,298.3725677,0.4161339374,1.00632e+20,4.83027104e-06,12.579,0.009397710759,-2.483739683e-05,6.246116886e-06,9.766299009,0.4121780878,2.01264e+20
960,-0.0475,-0.0375,-0.0225,1.25e-07,1949.005451,-0.002120736385,-2.010121849,297.5153253,303.0505736,299.7294246,0.4072483895,9.9144e+19,4.75933136e-06,12.393,0.009275962765,-1.009328718e-08,-9.566835954e-06,9.650333197,0.4148252124,1.98288e+20
961,-0.0425,-0.0375,-0.0225,1.25e-07,1948.0501,3.49914934,1.576143861,297.7746834,302.5177401,299.6719061,0.4086887708,9.9408e+19,4.77070704e-06,12.426,0.009293576326,1.669341639e-05,7.519320615e-06,9.665244434,0.4151985048,1.98816e+20
962,-0.0375,-0.0375,-0.0225,1.25e-07,1942.4316,5.763964472,1.473292763,301.2882316,301.1990547,301.2525608,0.4100834108,9.8584e+19,4.73149072e-06,12.323,0.00919059709,2.727214441e-05,6.970871037e-06,9.541261955,0.4099620321,1.97168e+20
963,-0.0325,-0.0375,-0.0225,1.25e-07,1944.420967,7.353812566,2.118529047,299.9464507,301.6936615,300.645335,0.4074288707,9.8384e+19,4.71927792e-06,12.298,0.009176262935,3.470468527e-05,9.997927355e-06,9.532540526,0.4098021748,1.96768e+20
964,-0.0275,-0.0375,-0.0225,1.25e-07,1943.705394,4.308393278,1.247571012,300.2339016,297.2076448,299.0233989,0.4101737883,9.8952e+19,4.746908e-06,12.369,0.009226590685,2.045154652e-05,5.922104817e-06,9.582195476,0.4060393743,1.97904e+20
965,-0.0225,-0.0375,-0.0225,1.25e-07,1944.458521,-1.76163006,4.517006571,300.279421,297.5337919,299.1811694,0.4130219589,9.9624e+19,4.78202208e-06,12.453,0.00929844358,-8.424153842e-06,2.160042516e-05,9.659808068,0.4092454593,1.99248e+20
966,-0.0175,-0.0375,-0.0225,1.25e-07,1944.259968,-1.579930169,8.113970067,300.1655575,298.8207001,299.6276145,0.4133294987,9.9736e+19,4.79120208e-06,12.467,0.009315342402,-7.569764713e-06,3.887567026e-05,9.675881606,0.4114776233,1.99472e+20
967,-0.0125,-0.0375,-0.0225,1.25e-07,1945.238884,0.01400896993,4.358001743,300.2675764,297.3488185,299.1000732,0.4137353005,9.98e+19,4.79317184e-06,12.475,0.009323864242,6.714740019e-08,2.088865123e-05,9.689220105,0.4097135769,1.996e+20
968,-0.0075,-0.0375,-0.0225,1.25e-07,1941.982629,-2.759724603,0.4526749795,299.4491096,296.3798352,298.2213999,0.4170726361,1.0088e+20,4.8429152e-06,12.61,0.009404857193,-1.336511223e-05,2.192266539e-06,9.757662541,0.4127977515,2.0176e+20
969,-0.0025,-0.0375,-0.0225,1.25e-07,1942.666276,-5.090208415,2.5341872,297.66383,294.8849726,296.552287,0.4212931224,1.02512e+20,4.91843248e-06,12.814,0.009554872911,-2.50358464e-05,1.246422863e-05,9.912983886,0.4173601168,2.05024e+20
970,0.0025,-0.0375,-0.0225,1.25e-07,1939.80764,-6.65788786,1.962549019,299.6807638,293.3138613,297.1340028,0.4241146529,1.02504e+20,4.91800752e-06,12.813,0.009539988559,-3.274354256e-05,9.651830833e-06,9.889161797,0.4151040757,2.05008e+20
971,0.0075,-0.0375,-0.0225,1.25e-07,1944.519831,-4.410452925,0.07516243192,301.0813704,295.7969674,298.9676092,0.4240017539,1.02e+20,4.89753728e-06,12.75,0.009523358366,-2.160035762e-05,3.681108124e-07,9.89522988,0.4165599247,2.04e+20
972,0.0125,-0.0375,-0.0225,1.25e-07,1948.104205,1.054983386,-2.013696625,297.6546548,297.5116581,297.5974561,0.4141130481,1.00768e+20,4.84030224e-06,12.596,0.009429413149,5.106438446e-06,-9.746900285e-06,9.805921784,0.4139141035,2.01536e+20
973,0.0175,-0.0375,-0.0225,1.25e-07,1946.605744,-6.250065381,-6.279751054,299.3927704,301.8722521,300.3845631,0.4197388548,1.01544e+20,4.87395008e-06,12.693,0.00948765922,-3.046250666e-05,-3.060719315e-05,9.864165548,0.4232150069,2.03088e+20
974,0.0225,-0.0375,-0.0225,1.25e-07,1947.407634,-7.25155454,-2.813923897,305.0911366,305.8135589,305.3801055,0.4329509561,1.02784e+20,4.93341072e-06,12.848,0.009607361699,-3.57748969e-05,-1.388224232e-05,10.00430044,0.4339761364,2.05568e+20
975,0.0275,-0.0375,-0.0225,1.25e-07,1948.466202,-6.287984718,-1.639634715,302.4822215,304.5789712,303.3209214,0.4265758965,1.02144e+20,4.90375664e-06,12.768,0.009554804075,-3.083474681e-05,-8.040369619e-06,9.948573783,0.4295328402,2.04288e+20
976,0.0325,-0.0375,-0.0225,1.25e-07,1949.920606,-6.346870118,0.2317856472,296.3923997,301.4117703,298.4001479,0.4171038158,1.01928e+20,4.89593696e-06,12.741,0.009546688366,-3.107387599e-05,1.134807917e-06,9.93339665,0.4241674201,2.03856e+20
977,0.0375,-0.0375,-0.0225,1.25e-07,1946.83466,-6.243361776,-2.258103246,296.2829867,303.2294173,299.0615589,0.4152154147,1.01504e+20,4.87420848e-06,12.688,0.009489278009,-3.043144691e-05,-1.100646599e-05,9.859958209,0.4249502466,2.03008e+20
978,0.0425,-0.0375,-0.0225,1.25e-07,1945.488305,-5.331014133,-1.634807673,298.8402222,303.4650662,300.6901598,0.4216378078,1.02192e+20,4.90837184e-06,12.774,0.009549180012,-2.616659965e-05,-8.024243948e-06,9.921442037,0.4281630642,2.04384e+20
979,0.0475,-0.0375,-0.0225,1.25e-07,1947.104626,0.7129758609,1.125613749,297.8504439,305.1471097,300.7691102,0.4113588081,1.00032e+20,4.80305952e-06,12.504,0.00935205941,3.424465496e-06,5.406389834e-06,9.721761545,0.4214361734,2.00064e+20
980,-0.0475,-0.0325,-0.0225,1.25e-07,1946.899693,-0.3322074725,1.747296493,295.334469,299.4049549,296.9626633,0.4022080865,9.864e+19,4.73563056e-06,12.33,0.009219797684,-1.573211859e-06,8.27455067e-06,9.578330261,0.407751572,1.9728e+20
981,-0.0425,-0.0325,-0.0225,1.25e-07,1951.735809,0.8203323598,-0.9396299831,297.6413881,302.2926227,299.5018819,0.4088017018,9.948e+19,4.77633232e-06,12.435,0.009322138826,3.918179963e-06,-4.487985057e-06,9.710382351,0.4151900359,1.9896e+20
982,-0.0375,-0.0325,-0.0225,1.25e-07,1954.558443,-1.793659023,-4.529907024,298.1834331,298.0973074,298.1489828,0.4133995746,1.00416e+20,4.82388128e-06,12.552,0.009428557882,-8.652398183e-06,-2.185173369e-05,9.834490319,0.4132801705,2.00832e+20
983,-0.0325,-0.0325,-0.0225,1.25e-07,1952.037936,-5.406956292,-4.858573845,295.3871201,294.6850747,295.1063019,0.4096532889,1.00448e+20,4.821768e-06,12.556,0.009412274054,-2.607108883e-05,-2.342691589e-05,9.801165335,0.4086796674,2.00896e+20
984,-0.0275,-0.0325,-0.0225,1.25e-07,1946.385646,-6.839334859,-3.324451715,296.2161212,297.5080303,296.7328848,0.4147618141,1.01416e+20,4.86609152e-06,12.677,0.009471290688,-3.328082936e-05,-1.61770863e-05,9.839675544,0.4165707453,2.02832e+20
985,-0.0225,-0.0325,-0.0225,1.25e-07,1947.629669,-4.181718944,1.70564356,293.8182682,300.6005044,296.5311626,0.4131567923,1.01848e+20,4.885544e-06,12.731,0.009515230444,-2.04299719e-05,8.332996662e-06,9.885857572,0.4226937315,2.03696e+20
986,-0.0175,-0.0325,-0.0225,1.25e-07,1946.900282,-3.734614669,6.561207067,294.6350871,302.5617606,297.8057565,0.41437046,1.01864e+20,4.88321632e-06,12.733,0.009507135231,-1.82369313e-05,3.203979343e-05,9.876416985,0.4255184173,2.03728e+20
987,-0.0125,-0.0325,-0.0225,1.25e-07,1943.730397,-4.71105964,4.414975415,296.5993136,301.7218425,298.6483251,0.4192623185,1.02384e+20,4.90903808e-06,12.798,0.009541846537,-2.312677117e-05,2.167328243e-05,9.902384376,0.4265033446,2.04768e+20
988,-0.0075,-0.0325,-0.0225,1.25e-07,1943.765719,-3.757813156,1.464967604,295.0536898,300.365441,297.1783903,0.4146006948,1.01776e+20,4.88177232e-06,12.722,0.009489021685,-1.834478825e-05,7.1516383e-06,9.844158279,0.4220646101,2.03552e+20
989,-0.0025,-0.0325,-0.0225,1.25e-07,1944.760743,-4.136374127,-1.160848777,296.1820776,299.2843559,297.4229889,0.4102323415,1.0032e+20,4.81300912e-06,12.54,0.009360151192,-1.99084064e-05,-5.587175751e-06,9.717020222,0.4145292082,2.0064e+20
990,0.0025,-0.0325,-0.0225,1.25e-07,1946.819174,-3.641118117,-4.566745431,297.2727689,297.4697852,297.3515754,0.4063581863,9.9008e+19,4.75157744e-06,12.376,0.009250462069,-1.73010547e-05,-2.169924456e-05,9.614106789,0.4066274984,1.98016e+20
991,0.0075,-0.0325,-0.0225,1.25e-07,1943.934381,-5.338804324,-0.5405967774,299.4849172,299.5898811,299.5269027,0.41120142,9.9448e+19,4.77627424e-06,12.431,0.009284763707,-2.549959356e-05,-2.582038462e-06,9.64135659,0.4113455385,1.98896e+20
992,0.0125,-0.0325,-0.0225,1.25e-07,1943.849592,-6.959685091,-4.622620656,303.0448781,299.6377854,301.682041,0.4138132588,9.8904e+19,4.75262e-06,12.363,0.009238378447,-3.307673856e-05,-2.196955938e-05,9.599894855,0.4091608122,1.97808e+20
993,0.0175,-0.0325,-0.0225,1.25e-07,1948.30314,-5.140642381,-2.012475344,303.8505276,294.128604,299.9617582,0.41088608,9.7944e+19,4.70734448e-06,12.243,0.009171334033,-2.419877454e-05,-9.4734147e-06,9.550670301,0.3977394743,1.95888e+20
994,0.0225,-0.0325,-0.0225,1.25e-07,1949.702488,0.4270485912,-1.7943328,302.5881574,292.1230107,298.4020987,0.4069063627,9.74e+19,4.67797056e-06,12.175,0.009120650842,1.997720737e-06,-8.393836012e-06,9.501645323,0.3928333242,1.948e+20
995,0.0275,-0.0325,-0.0225,1.25e-07,1944.887952,2.247395055,-6.135231571,306.9287271,294.4768966,301.9479949,0.4150486179,9.7944e+19,4.70617936e-06,12.243,0.009152991539,1.057664422e-05,-2.887350019e-05,9.523444871,0.3982104578,1.95888e+20
996,0.0325,-0.0325,-0.0225,1.25e-07,1945.3805,6.540802486,-3.374535615,306.3285801,294.400223,301.5572373,0.4158272872,9.832e+19,4.72106832e-06,12.29,0.00918427425,3.087957541e-05,-1.593141319e-05,9.557322817,0.3996350782,1.9664e+20
997,0.0375,-0.0325,-0.0225,1.25e-07,1946.830563,3.984577854,-2.720332141,299.8127013,291.7223479,296.5765599,0.3995645341,9.6528e+19,4.63403312e-06,12.066,0.009021677307,1.846466575e-05,-1.260610924e-05,9.381239289,0.3887824081,1.93056e+20
998,0.0425,-0.0325,-0.0225,1.25e-07,1947.606215,-1.811803227,-1.286569048,296.5791557,295.3668296,296.0942253,0.3914880006,9.5608e+19,4.59188864e-06,11.951,0.008943190854,-8.319598657e-06,-5.907781798e-06,9.296150383,0.3898877158,1.91216e+20
999,0.0475,-0.0325,-0.0225,1.25e-07,1945.360267,-3.614641674,1.034245531,296.2838816,297.6994177,296.850096,0.4002612765,9.7848e+19,4.69779632e-06,12.231,0.009138906302,-1.698085035e-05,4.85867485e-06,9.489657718,0.4021735786,1.95696e+20
1000,-0.0475,-0.0275,-0.0225,1.25e-07,1947.927927,-1.036601337,-4.881704435,301.9078449,292.4744568,298.1344897,0.4216642832,1.0116e+20,4.85598816e-06,12.645,0.009459114948,-5.033723821e-06,-2.370549894e-05,9.84539398,0.4084889952,2.0232e+20
1001,-0.0425,-0.0275,-0.0225,1.25e-07,1946.737765,-0.2750855423,-1.788470615,304.2009183,291.6959017,299.1989116,0.4242285474,1.01008e+20,4.84706656e-06,12.626,0.009435967522,-1.333357933e-06,-8.668836113e-06,9.821027918,0.4067894645,2.02016e+20
1002,-0.0375,-0.0275,-0.0225,1.25e-07,1944.230078,0.3710978944,4.128713177,302.8679378,296.8408237,300.4570922,0.4274878294,1.02232e+20,4.90784864e-06,12.779,0.009541986942,1.821292296e-06,2.026309935e-05,9.917182918,0.4189807621,2.04464e+20
1003,-0.0325,-0.0275,-0.0225,1.25e-07,1945.818632,1.07409366,-0.3867938124,304.6163006,294.7844912,300.6835768,0.4314696308,1.02592e+20,4.92638928e-06,12.824,0.00958586005,5.29140349e-06,-1.905496891e-06,9.973380202,0.4175434976,2.05184e+20
1004,-0.0275,-0.0275,-0.0225,1.25e-07,1950.023249,-0.1125172588,-5.156678076,305.0393312,295.2115207,301.108207,0.4258020769,1.01104e+20,4.8583624e-06,12.638,0.009473919631,-5.466496193e-07,-2.505301088e-05,9.875949511,0.4120835111,2.02208e+20
1005,-0.0225,-0.0275,-0.0225,1.25e-07,1952.308878,-1.177622126,3.943665484,305.2603177,297.0431111,301.973435,0.422300573,1.002e+20,4.812884e-06,12.525,0.00939623616,-5.66775869e-06,1.898040451e-05,9.805669258,0.4109327964,2.004e+20
1006,-0.0175,-0.0275,-0.0225,1.25e-07,1949.80046,-3.008727409,2.688706076,303.8550257,295.2505001,300.4132155,0.4137448813,9.8624e+19,4.73875264e-06,12.328,0.009239622077,-1.425761495e-05,1.274111302e-05,9.628365586,0.4020285095,1.97248e+20
1007,-0.0125,-0.0275,-0.0225,1.25e-07,1955.196579,0.651871865,6.075018353,303.7728556,298.0265491,301.474333,0.4090027741,9.752e+19,4.68397424e-06,12.19,0.009158090408,3.053351023e-06,2.845522947e-05,9.566525105,0.4012658902,1.9504e+20
